Hora_Recebimento,Tempo_ms,Pacote_ID,Quat_W,Quat_X,Quat_Y,Quat_Z
10:33:25.044,8100,405,1.0,0.0,0.0,0.0
10:33:25.252,8200,410,1.0,0.0,0.0,0.0
10:33:25.467,8300,415,1.0,0.0,0.0,0.0
10:33:25.679,8400,420,1.0,0.0,0.0,0.0
10:33:25.888,8500,425,1.0,0.0,0.0,0.0
10:33:26.098,8600,430,1.0,0.0,0.0,0.0
10:33:26.318,8700,435,1.0,0.0,0.0,0.0
10:33:26.530,8800,440,1.0,0.0,0.0,0.0
10:33:26.738,8900,445,1.0,0.0,0.0,0.0
10:33:26.954,9000,450,1.0,0.0,0.0,0.0
10:33:27.170,9100,455,1.0,0.0,0.0,0.0
10:33:27.383,9200,460,1.0,0.0,0.0,0.0
10:33:27.591,9300,465,1.0,0.0,0.0,0.0
10:33:27.807,9400,470,1.0,0.0,0.0,0.0
10:33:28.020,9500,475,1.0,0.0,0.0,0.0
10:33:28.236,9600,480,1.0,0.0,0.0,0.0
10:33:28.446,9700,485,1.0,0.0,0.0,0.0
10:33:28.660,9800,490,1.0,0.0,0.0,0.0
10:33:28.878,9900,495,1.0,0.0,0.0,0.0
10:33:29.095,10000,500,1.0,0.0,0.0,0.0
10:33:29.302,10100,505,1.0,0.0,0.0,0.0
10:33:29.515,10200,510,1.0,0.0,0.0,0.0
10:33:29.726,10300,515,1.0,0.0,0.0,0.0
10:33:29.944,10400,520,1.0,0.0,0.0,0.0
10:33:30.165,10500,525,1.0,0.0,0.0,0.0
10:33:30.375,10600,530,1.0,0.0,0.0,0.0
10:33:30.585,10700,535,1.0,0.0,0.0,0.0
10:33:30.802,10800,540,1.0,0.0,0.0,0.0
10:33:31.019,10900,545,1.0,0.0,0.0,0.0
10:33:31.235,11000,550,1.0,0.0,0.0,0.0
10:33:31.455,11100,555,1.0,0.0,0.0,0.0
10:33:31.663,11200,560,1.0,0.0,0.0,0.0
10:33:31.873,11300,565,1.0,0.0,0.0,0.0
10:33:32.091,11400,570,1.0,0.0,0.0,0.0
10:33:32.309,11500,575,1.0,0.0,0.0,0.0
10:33:32.519,11600,580,1.0,0.0,0.0,0.0
10:33:32.733,11700,585,1.0,0.0,0.0,0.0
10:33:32.947,11800,590,1.0,0.0,0.0,0.0
10:33:33.158,11900,595,1.0,0.0,0.0,0.0
10:33:33.367,12000,600,1.0,0.0,0.0,0.0
10:33:33.578,12100,605,1.0,0.0,0.0,0.0
10:33:33.789,12200,610,1.0,0.0,0.0,0.0
10:33:34.002,12300,615,1.0,0.0,0.0,0.0
10:33:34.210,12400,620,1.0,0.0,0.0,0.0
10:33:34.428,12500,625,1.0,0.0,0.0,0.0
10:33:34.646,12600,630,1.0,0.0,0.0,0.0
10:33:34.856,12700,635,1.0,0.0,0.0,0.0
10:33:35.072,12800,640,1.0,0.0,0.0,0.0
10:33:35.283,12900,645,1.0,0.0,0.0,0.0
10:33:35.497,13000,650,1.0,0.0,0.0,0.0
10:33:35.710,13100,655,1.0,0.0,0.0,0.0
10:33:35.921,13200,660,1.0,0.0,0.0,0.0
10:33:36.133,13300,665,1.0,0.0,0.0,0.0
10:33:36.346,13400,670,1.0,0.0,0.0,0.0
10:33:36.562,13500,675,1.0,0.0,0.0,0.0
10:33:36.779,13600,680,1.0,0.0,0.0,0.0
10:33:36.990,13700,685,1.0,0.0,0.0,0.0
10:33:37.206,13800,690,1.0,0.0,0.0,0.0
10:33:37.420,13900,695,1.0,0.0,0.0,0.0
10:33:37.630,14000,700,1.0,0.0,0.0,0.0
10:33:37.838,14100,705,1.0,0.0,0.0,0.0
10:33:38.053,14200,710,1.0,0.0,0.0,0.0
10:33:38.266,14300,715,1.0,0.0,0.0,0.0
10:33:38.477,14400,720,1.0,0.0,0.0,0.0
10:33:38.696,14500,725,1.0,0.0,0.0,0.0
10:33:38.914,14600,730,1.0,0.0,0.0,0.0
10:33:39.129,14700,735,1.0,0.0,0.0,0.0
10:33:39.341,14800,740,1.0,0.0,0.0,0.0
10:33:39.555,14900,745,1.0,0.0,0.0,0.0
10:33:39.769,15000,750,1.0,0.0,0.0,0.0
10:33:39.980,15100,755,1.0,0.0,0.0,0.0
10:33:40.194,15200,760,1.0,0.0,0.0,0.0
10:33:40.404,15300,765,1.0,0.0,0.0,0.0
10:33:40.620,15400,770,1.0,0.0,0.0,0.0
10:33:40.833,15500,775,1.0,0.0,0.0,0.0
10:33:41.049,15600,780,1.0,0.0,0.0,0.0
10:33:41.259,15700,785,1.0,0.0,0.0,0.0
10:33:41.467,15800,790,1.0,0.0,0.0,0.0
10:33:41.681,15900,795,1.0,0.0,0.0,0.0
10:33:41.898,16000,800,1.0,0.0,0.0,0.0
10:33:42.111,16100,805,1.0,0.0,0.0,0.0
10:33:42.321,16200,810,1.0,0.0,0.0,0.0
10:33:42.532,16300,815,1.0,0.0,0.0,0.0
10:33:42.750,16400,820,1.0,0.0,0.0,0.0
10:33:42.968,16500,825,1.0,0.0,0.0,0.0
10:33:43.175,16600,830,1.0,0.0,0.0,0.0
10:33:43.388,16700,835,1.0,0.0,0.0,0.0
10:33:43.599,16800,840,1.0,0.0,0.0,0.0
10:33:43.812,16900,845,1.0,0.0,0.0,0.0
10:33:44.022,17000,850,1.0,0.0,0.0,0.0
10:33:44.235,17100,855,1.0,0.0,0.0,0.0
10:33:44.451,17200,860,1.0,0.0,0.0,0.0
10:33:44.663,17300,865,1.0,0.0,0.0,0.0
10:33:44.878,17400,870,1.0,0.0,0.0,0.0
10:33:45.093,17500,875,1.0,0.0,0.0,0.0
10:33:45.300,17600,880,1.0,0.0,0.0,0.0
10:33:45.512,17700,885,1.0,0.0,0.0,0.0
10:33:45.720,17800,890,1.0,0.0,0.0,0.0
10:33:45.935,17900,895,1.0,0.0,0.0,0.0
10:33:46.150,18000,900,1.0,0.0,0.0,0.0
10:33:46.358,18100,905,1.0,0.0,0.0,0.0
10:33:46.570,18200,910,1.0,0.0,0.0,0.0
10:33:46.786,18300,915,1.0,0.0,0.0,0.0
10:33:46.999,18400,920,1.0,0.0,0.0,0.0
10:33:47.209,18500,925,1.0,0.0,0.0,0.0
10:33:47.421,18600,930,1.0,0.0,0.0,0.0
10:33:47.635,18700,935,1.0,0.0,0.0,0.0
10:33:47.846,18800,940,1.0,0.0,0.0,0.0
10:33:48.062,18900,945,1.0,0.0,0.0,0.0
10:33:48.280,19000,950,1.0,0.0,0.0,0.0
10:33:48.488,19100,955,1.0,0.0,0.0,0.0
10:33:48.700,19200,960,1.0,0.0,0.0,0.0
10:33:48.911,19300,965,1.0,0.0,0.0,0.0
10:33:49.119,19400,970,1.0,0.0,0.0,0.0
10:33:49.332,19500,975,1.0,0.0,0.0,0.0
10:33:49.548,19600,980,1.0,0.0,0.0,0.0
10:33:49.761,19700,985,1.0,0.0,0.0,0.0
10:33:49.968,19800,990,1.0,0.0,0.0,0.0
10:33:50.189,19900,995,1.0,0.0,0.0,0.0
10:33:50.397,20000,1000,1.0,0.0,0.0,0.0
10:33:50.607,20100,1005,1.0,0.0,0.0,0.0
10:33:50.820,20200,1010,1.0,0.0,0.0,0.0
10:33:51.032,20300,1015,1.0,0.0,0.0,0.0
10:33:51.239,20400,1020,1.0,0.0,0.0,0.0
10:33:51.451,20500,1025,1.0,0.0,0.0,0.0
10:33:51.660,20600,1030,1.0,0.0,0.0,0.0
10:33:51.871,20700,1035,1.0,0.0,0.0,0.0
10:33:52.085,20800,1040,1.0,0.0,0.0,0.0
10:33:52.306,20900,1045,1.0,0.0,0.0,0.0
10:33:52.519,21000,1050,1.0,0.0,0.0,0.0
10:33:52.726,21100,1055,1.0,0.0,0.0,0.0
10:33:52.935,21200,1060,1.0,0.0,0.0,0.0
10:33:53.148,21300,1065,1.0,0.0,0.0,0.0
10:33:53.361,21400,1070,1.0,0.0,0.0,0.0
10:33:53.579,21500,1075,1.0,0.0,0.0,0.0
10:33:53.786,21600,1080,1.0,0.0,0.0,0.0
10:33:54.000,21700,1085,1.0,0.0,0.0,0.0
10:33:54.212,21800,1090,1.0,0.0,0.0,0.0
10:33:54.428,21900,1095,1.0,0.0,0.0,0.0
10:33:54.636,22000,1100,1.0,0.0,0.0,0.0
10:33:54.847,22100,1105,1.0,0.0,0.0,0.0
10:33:55.063,22200,1110,1.0,0.0,0.0,0.0
10:33:55.274,22300,1115,1.0,0.0,0.0,0.0
10:33:55.481,22400,1120,1.0,0.0,0.0,0.0
10:33:55.694,22500,1125,1.0,0.0,0.0,0.0
10:33:55.908,22600,1130,1.0,0.0,0.0,0.0
10:33:56.119,22700,1135,1.0,0.0,0.0,0.0
10:33:56.327,22800,1140,1.0,0.0,0.0,0.0
10:33:56.541,22900,1145,1.0,0.0,0.0,0.0
10:33:56.758,23000,1150,1.0,0.0,0.0,0.0
10:33:56.975,23100,1155,1.0,0.0,0.0,0.0
10:33:57.191,23200,1160,1.0,0.0,0.0,0.0
10:33:57.402,23300,1165,1.0,0.0,0.0,0.0
10:33:57.613,23400,1170,1.0,0.0,0.0,0.0
10:33:57.825,23500,1175,1.0,0.0,0.0,0.0
10:33:58.044,23600,1180,1.0,0.0,0.0,0.0
10:33:58.255,23700,1185,1.0,0.0,0.0,0.0
10:33:58.463,23800,1190,1.0,0.0,0.0,0.0
10:33:58.679,23900,1195,1.0,0.0,0.0,0.0
10:33:58.897,24000,1200,1.0,0.0,0.0,0.0
10:33:59.113,24100,1205,1.0,0.0,0.0,0.0
10:33:59.334,24200,1210,1.0,0.0,0.0,0.0
10:33:59.542,24300,1215,1.0,0.0,0.0,0.0
10:33:59.766,24400,1220,1.0,0.0,0.0,0.0
10:33:59.985,24500,1225,1.0,0.0,0.0,0.0
10:34:00.205,24600,1230,1.0,0.0,0.0,0.0
10:34:00.414,24700,1235,1.0,0.0,0.0,0.0
10:34:00.628,24800,1240,1.0,0.0,0.0,0.0
10:34:00.844,24900,1245,1.0,0.0,0.0,0.0
10:34:01.058,25000,1250,1.0,0.0,0.0,0.0
10:34:01.269,25100,1255,1.0,0.0,0.0,0.0
10:34:01.484,25200,1260,1.0,0.0,0.0,0.0
10:34:01.699,25300,1265,1.0,0.0,0.0,0.0
10:34:01.914,25400,1270,1.0,0.0,0.0,0.0
10:34:02.128,25500,1275,1.0,0.0,0.0,0.0
10:34:02.342,25600,1280,1.0,0.0,0.0,0.0
10:34:02.561,25700,1285,1.0,0.0,0.0,0.0
10:34:02.776,25800,1290,1.0,0.0,0.0,0.0
10:34:02.991,25900,1295,1.0,0.0,0.0,0.0
10:34:03.206,26000,1300,1.0,0.0,0.0,0.0
10:34:03.424,26100,1305,1.0,0.0,0.0,0.0
10:34:03.637,26200,1310,1.0,0.0,0.0,0.0
10:34:03.851,26300,1315,1.0,0.0,0.0,0.0
10:34:04.069,26400,1320,1.0,0.0,0.0,0.0
10:34:04.279,26500,1325,1.0,0.0,0.0,0.0
10:34:04.494,26600,1330,1.0,0.0,0.0,0.0
10:34:04.708,26700,1335,1.0,0.0,0.0,0.0
10:34:04.924,26800,1340,1.0,0.0,0.0,0.0
10:34:05.142,26900,1345,1.0,0.0,0.0,0.0
10:34:05.361,27000,1350,1.0,0.0,0.0,0.0
10:34:05.575,27100,1355,1.0,0.0,0.0,0.0
10:34:05.785,27200,1360,1.0,0.0,0.0,0.0
10:34:06.001,27300,1365,1.0,0.0,0.0,0.0
10:34:06.208,27400,1370,1.0,0.0,0.0,0.0
10:34:06.418,27500,1375,1.0,0.0,0.0,0.0
10:34:06.636,27600,1380,1.0,0.0,0.0,0.0
10:34:06.851,27700,1385,1.0,0.0,0.0,0.0
10:34:07.059,27800,1390,1.0,0.0,0.0,0.0
10:34:07.272,27900,1395,1.0,0.0,0.0,0.0
10:34:07.484,28000,1400,1.0,0.0,0.0,0.0
10:34:07.700,28100,1405,1.0,0.0,0.0,0.0
10:34:07.908,28200,1410,1.0,0.0,0.0,0.0
10:34:08.122,28300,1415,1.0,0.0,0.0,0.0
10:34:08.341,28400,1420,1.0,0.0,0.0,0.0
10:34:08.552,28500,1425,1.0,0.0,0.0,0.0
10:34:08.760,28600,1430,1.0,0.0,0.0,0.0
10:34:08.977,28700,1435,1.0,0.0,0.0,0.0
10:34:09.188,28800,1440,1.0,0.0,0.0,0.0
10:34:09.397,28900,1445,1.0,0.0,0.0,0.0
10:34:09.604,29000,1450,1.0,0.0,0.0,0.0
10:34:09.820,29100,1455,1.0,0.0,0.0,0.0
10:34:10.033,29200,1460,1.0,0.0,0.0,0.0
10:34:10.243,29300,1465,1.0,0.0,0.0,0.0
10:34:10.450,29400,1470,1.0,0.0,0.0,0.0
10:34:10.662,29500,1475,1.0,0.0,0.0,0.0
10:34:10.875,29600,1480,1.0,0.0,0.0,0.0
10:34:11.085,29700,1485,1.0,0.0,0.0,0.0
10:34:11.300,29800,1490,1.0,0.0,0.0,0.0
10:34:11.512,29900,1495,1.0,0.0,0.0,0.0
10:34:11.725,30000,1500,1.0,0.0,0.0,0.0
10:34:11.943,30100,1505,1.0,0.0,0.0,0.0
10:34:12.158,30200,1510,1.0,0.0,0.0,0.0
10:34:12.370,30300,1515,1.0,0.0,0.0,0.0
10:34:12.586,30400,1520,1.0,0.0,0.0,0.0
10:34:12.801,30500,1525,1.0,0.0,0.0,0.0
10:34:13.016,30600,1530,1.0,0.0,0.0,0.0
10:34:13.227,30700,1535,1.0,0.0,0.0,0.0
10:34:13.440,30800,1540,1.0,0.0,0.0,0.0
10:34:13.654,30900,1545,1.0,0.0,0.0,0.0
10:34:13.869,31000,1550,1.0,0.0,0.0,0.0
10:34:14.083,31100,1555,1.0,0.0,0.0,0.0
10:34:14.296,31200,1560,1.0,0.0,0.0,0.0
10:34:14.505,31300,1565,1.0,0.0,0.0,0.0
10:34:14.717,31400,1570,1.0,0.0,0.0,0.0
10:34:14.935,31500,1575,1.0,0.0,0.0,0.0
10:34:15.151,31600,1580,1.0,0.0,0.0,0.0
10:34:15.359,31700,1585,1.0,0.0,0.0,0.0
10:34:15.570,31800,1590,1.0,0.0,0.0,0.0
10:34:15.787,31900,1595,1.0,0.0,0.0,0.0
10:34:15.995,32000,1600,1.0,0.0,0.0,0.0
10:34:16.202,32100,1605,1.0,0.0,0.0,0.0
10:34:16.412,32200,1610,1.0,0.0,0.0,0.0
10:34:16.628,32300,1615,1.0,0.0,0.0,0.0
10:34:16.842,32400,1620,1.0,0.0,0.0,0.0
10:34:17.049,32500,1625,1.0,0.0,0.0,0.0
10:34:17.259,32600,1630,1.0,0.0,0.0,0.0
10:34:17.473,32700,1635,1.0,0.0,0.0,0.0
10:34:17.690,32800,1640,1.0,0.0,0.0,0.0
10:34:17.905,32900,1645,1.0,0.0,0.0,0.0
10:34:18.120,33000,1650,1.0,0.0,0.0,0.0
10:34:18.333,33100,1655,1.0,0.0,0.0,0.0
10:34:18.543,33200,1660,1.0,0.0,0.0,0.0
10:34:18.760,33300,1665,1.0,0.0,0.0,0.0
10:34:18.975,33400,1670,1.0,0.0,0.0,0.0
10:34:19.195,33500,1675,1.0,0.0,0.0,0.0
10:34:19.413,33600,1680,1.0,0.0,0.0,0.0
10:34:19.626,33700,1685,1.0,0.0,0.0,0.0
10:34:19.842,33800,1690,1.0,0.0,0.0,0.0
10:34:20.053,33900,1695,1.0,0.0,0.0,0.0
10:34:20.268,34000,1700,1.0,0.0,0.0,0.0
10:34:20.483,34100,1705,1.0,0.0,0.0,0.0
10:34:20.701,34200,1710,1.0,0.0,0.0,0.0
10:34:20.911,34300,1715,1.0,0.0,0.0,0.0
10:34:21.119,34400,1720,1.0,0.0,0.0,0.0
10:34:21.334,34500,1725,1.0,0.0,0.0,0.0
10:34:21.544,34600,1730,1.0,0.0,0.0,0.0
10:34:21.765,34700,1735,1.0,0.0,0.0,0.0
10:34:21.980,34800,1740,1.0,0.0,0.0,0.0
10:34:22.195,34900,1745,1.0,0.0,0.0,0.0
10:34:22.407,35000,1750,1.0,0.0,0.0,0.0
10:34:22.623,35100,1755,1.0,0.0,0.0,0.0
10:34:22.837,35200,1760,1.0,0.0,0.0,0.0
10:34:23.054,35300,1765,1.0,0.0,0.0,0.0
10:34:23.267,35400,1770,1.0,0.0,0.0,0.0
10:34:23.480,35500,1775,1.0,0.0,0.0,0.0
10:34:23.693,35600,1780,1.0,0.0,0.0,0.0
10:34:23.908,35700,1785,1.0,0.0,0.0,0.0
10:34:24.124,35800,1790,1.0,0.0,0.0,0.0
10:34:24.339,35900,1795,1.0,0.0,0.0,0.0
10:34:24.550,36000,1800,1.0,0.0,0.0,0.0
10:34:24.766,36100,1805,1.0,0.0,0.0,0.0
10:34:24.979,36200,1810,1.0,0.0,0.0,0.0
10:34:25.197,36300,1815,1.0,0.0,0.0,0.0
10:34:25.405,36400,1820,1.0,0.0,0.0,0.0
10:34:25.618,36500,1825,1.0,0.0,0.0,0.0
10:34:25.833,36600,1830,1.0,0.0,0.0,0.0
10:34:26.048,36700,1835,1.0,0.0,0.0,0.0
10:34:26.259,36800,1840,1.0,0.0,0.0,0.0
10:34:26.471,36900,1845,1.0,0.0,0.0,0.0
10:34:26.688,37000,1850,1.0,0.0,0.0,0.0
10:34:26.897,37100,1855,1.0,0.0,0.0,0.0
10:34:27.107,37200,1860,1.0,0.0,0.0,0.0
10:34:27.316,37300,1865,1.0,0.0,0.0,0.0
10:34:27.523,37400,1870,1.0,0.0,0.0,0.0
10:34:27.741,37500,1875,1.0,0.0,0.0,0.0
10:34:27.959,37600,1880,1.0,0.0,0.0,0.0
10:34:28.180,37700,1885,1.0,0.0,0.0,0.0
10:34:28.388,37800,1890,1.0,0.0,0.0,0.0
10:34:28.603,37900,1895,1.0,0.0,0.0,0.0
10:34:28.817,38000,1900,1.0,0.0,0.0,0.0
10:34:29.033,38100,1905,1.0,0.0,0.0,0.0
10:34:29.244,38200,1910,1.0,0.0,0.0,0.0
10:34:29.452,38300,1915,1.0,0.0,0.0,0.0
10:34:29.669,38400,1920,1.0,0.0,0.0,0.0
10:34:29.888,38500,1925,1.0,0.0,0.0,0.0
10:34:30.102,38600,1930,1.0,0.0,0.0,0.0
10:34:30.310,38700,1935,1.0,0.0,0.0,0.0
10:34:30.528,38800,1940,1.0,0.0,0.0,0.0
10:34:30.744,38900,1945,1.0,0.0,0.0,0.0
10:34:30.961,39000,1950,1.0,0.0,0.0,0.0
10:34:31.169,39100,1955,1.0,0.0,0.0,0.0
10:34:31.384,39200,1960,1.0,0.0,0.0,0.0
10:34:31.595,39300,1965,1.0,0.0,0.0,0.0
10:34:31.810,39400,1970,1.0,0.0,0.0,0.0
10:34:32.019,39500,1975,1.0,0.0,0.0,0.0
10:34:32.229,39600,1980,1.0,0.0,0.0,0.0
10:34:32.447,39700,1985,1.0,0.0,0.0,0.0
10:34:32.665,39800,1990,1.0,0.0,0.0,0.0
10:34:32.875,39900,1995,1.0,0.0,0.0,0.0
10:34:33.089,40000,2000,1.0,0.0,0.0,0.0
10:34:33.300,40100,2005,1.0,0.0,0.0,0.0
10:34:33.512,40200,2010,1.0,0.0,0.0,0.0
10:34:33.727,40300,2015,1.0,0.0,0.0,0.0
10:34:33.943,40400,2020,1.0,0.0,0.0,0.0
10:34:34.153,40500,2025,1.0,0.0,0.0,0.0
10:34:34.372,40600,2030,1.0,0.0,0.0,0.0
10:34:34.586,40700,2035,1.0,0.0,0.0,0.0
10:34:34.802,40800,2040,1.0,0.0,0.0,0.0
10:34:35.016,40900,2045,1.0,0.0,0.0,0.0
10:34:35.226,41000,2050,1.0,0.0,0.0,0.0
10:34:35.439,41100,2055,1.0,0.0,0.0,0.0
10:34:35.651,41200,2060,1.0,0.0,0.0,0.0
10:34:35.862,41300,2065,1.0,0.0,0.0,0.0
10:34:36.081,41400,2070,1.0,0.0,0.0,0.0
10:34:36.292,41500,2075,1.0,0.0,0.0,0.0
10:34:36.504,41600,2080,1.0,0.0,0.0,0.0
10:34:36.721,41700,2085,1.0,0.0,0.0,0.0
10:34:36.931,41800,2090,1.0,0.0,0.0,0.0
10:34:37.145,41900,2095,1.0,0.0,0.0,0.0
10:34:37.361,42000,2100,1.0,0.0,0.0,0.0
10:34:37.578,42100,2105,1.0,0.0,0.0,0.0
10:34:37.785,42200,2110,1.0,0.0,0.0,0.0
10:34:38.002,42300,2115,1.0,0.0,0.0,0.0
10:34:38.212,42400,2120,1.0,0.0,0.0,0.0
10:34:38.423,42500,2125,1.0,0.0,0.0,0.0
10:34:38.631,42600,2130,1.0,0.0,0.0,0.0
10:34:38.849,42700,2135,1.0,0.0,0.0,0.0
10:34:39.066,42800,2140,1.0,0.0,0.0,0.0
10:34:39.277,42900,2145,1.0,0.0,0.0,0.0
10:34:39.484,43000,2150,1.0,0.0,0.0,0.0
10:34:39.697,43100,2155,1.0,0.0,0.0,0.0
10:34:39.909,43200,2160,1.0,0.0,0.0,0.0
10:34:40.120,43300,2165,1.0,0.0,0.0,0.0
10:34:40.328,43400,2170,1.0,0.0,0.0,0.0
10:34:40.538,43500,2175,1.0,0.0,0.0,0.0
10:34:40.755,43600,2180,1.0,0.0,0.0,0.0
10:34:40.968,43700,2185,1.0,0.0,0.0,0.0
10:34:41.179,43800,2190,1.0,0.0,0.0,0.0
10:34:41.394,43900,2195,1.0,0.0,0.0,0.0
10:34:41.601,44000,2200,1.0,0.0,0.0,0.0
10:34:41.812,44100,2205,1.0,0.0,0.0,0.0
10:34:42.029,44200,2210,1.0,0.0,0.0,0.0
10:34:42.239,44300,2215,1.0,0.0,0.0,0.0
10:34:42.455,44400,2220,1.0,0.0,0.0,0.0
10:34:42.665,44500,2225,1.0,0.0,0.0,0.0
10:34:42.878,44600,2230,1.0,0.0,0.0,0.0
10:34:43.094,44700,2235,1.0,0.0,0.0,0.0
10:34:43.308,44800,2240,1.0,0.0,0.0,0.0
10:34:43.516,44900,2245,1.0,0.0,0.0,0.0
10:34:43.734,45000,2250,1.0,0.0,0.0,0.0
10:34:43.951,45100,2255,1.0,0.0,0.0,0.0
10:34:44.169,45200,2260,1.0,0.0,0.0,0.0
10:34:44.382,45300,2265,1.0,0.0,0.0,0.0
10:34:44.600,45400,2270,1.0,0.0,0.0,0.0
10:34:44.818,45500,2275,1.0,0.0,0.0,0.0
10:34:45.034,45600,2280,1.0,0.0,0.0,0.0
10:34:45.242,45700,2285,1.0,0.0,0.0,0.0
10:34:45.460,45800,2290,1.0,0.0,0.0,0.0
10:34:45.679,45900,2295,1.0,0.0,0.0,0.0
10:34:45.887,46000,2300,1.0,0.0,0.0,0.0
10:34:46.097,46100,2305,1.0,0.0,0.0,0.0
10:34:46.316,46200,2310,1.0,0.0,0.0,0.0
10:34:46.536,46300,2315,1.0,0.0,0.0,0.0
10:34:46.744,46400,2320,1.0,0.0,0.0,0.0
10:34:46.964,46500,2325,1.0,0.0,0.0,0.0
10:34:47.182,46600,2330,1.0,0.0,0.0,0.0
10:34:47.392,46700,2335,1.0,0.0,0.0,0.0
10:34:47.604,46800,2340,1.0,0.0,0.0,0.0
10:34:47.821,46900,2345,1.0,0.0,0.0,0.0
10:34:48.034,47000,2350,1.0,0.0,0.0,0.0
