Hora_Recebimento,Tempo_ms,Pacote_ID,Latitude,Longitude,Satélites
10:33:17.710,4700,235,-19.67630907487328,-43.21180289696241,12
10:33:17.920,4800,240,-19.67629851056543,-43.21180256458968,12
10:33:18.133,4900,245,-19.676297523712694,-43.211798207362456,12
10:33:18.340,5000,250,-19.676288211693645,-43.21179066887129,12
10:33:18.549,5100,255,-19.67628705883688,-43.21179045838406,12
10:33:18.756,5200,260,-19.67627868664475,-43.21178578978621,12
10:33:18.969,5300,265,-19.67628358468017,-43.21177505802973,12
10:33:19.178,5400,270,-19.676279113078326,-43.21177445772038,12
10:33:19.395,5500,275,-19.676268421958234,-43.2117692007936,12
10:33:19.608,5600,280,-19.676266788289766,-43.21176747293873,12
10:33:19.824,5700,285,-19.676260709518942,-43.21175993921812,12
10:33:20.034,5800,290,-19.67626020155836,-43.2117587860543,12
10:33:20.250,5900,295,-19.676253636363644,-43.211753451395964,12
10:33:20.461,6000,300,-19.676247961781936,-43.21174583848972,12
10:33:20.676,6100,305,-19.676245580014,-43.2117464139226,12
10:33:20.887,6200,310,-19.67623982448617,-43.21173763577378,12
10:33:21.096,6300,315,-19.6762355354741,-43.211737957615874,12
10:33:21.318,6400,320,-19.67622855797735,-43.21173067740295,12
10:33:21.545,6500,325,-19.676226893596883,-43.211731477296134,12
10:33:21.765,6600,330,-19.676224109802284,-43.21172271442269,12
10:33:21.973,6700,335,-19.67622094292475,-43.21172397203544,12
10:33:22.194,6800,340,-19.676216645049028,-43.21171570422775,12
10:33:22.419,6900,345,-19.67620755011802,-43.21171420055133,12
10:33:22.639,7000,350,-19.676207197140442,-43.21170512270106,12
10:33:22.848,7100,355,-19.67620455521455,-43.211697615582274,12
10:33:23.066,7200,360,-19.676197663972985,-43.21169806236137,12
10:33:23.292,7300,365,-19.676192888697354,-43.21169390143861,12
10:33:23.507,7400,370,-19.676189222809565,-43.21168619459084,12
10:33:23.725,7500,375,-19.676188749230615,-43.211686192776476,12
10:33:23.953,7600,380,-19.676180049817916,-43.2116829909497,12
10:33:24.177,7700,385,-19.67617690169228,-43.21167031914926,12
10:33:24.388,7800,390,-19.676173282662866,-43.211669863767156,12
10:33:24.611,7900,395,-19.676164337267263,-43.21166919782783,12
10:33:24.827,8000,400,-19.676163632862153,-43.21166363858152,12
10:33:25.044,8100,405,-19.676153211569442,-43.21166129333565,12
10:33:25.252,8200,410,-19.676156304347472,-43.21165015703187,12
10:33:25.467,8300,415,-19.67614504370628,-43.2116532707041,12
10:33:25.679,8400,420,-19.676142851460128,-43.21164272219297,12
10:33:25.888,8500,425,-19.67614526116942,-43.21164019682349,12
10:33:26.098,8600,430,-19.676136376716087,-43.211637901568544,12
10:33:26.318,8700,435,-19.676128230757357,-43.21163270501528,12
10:33:26.530,8800,440,-19.6761261555922,-43.21162313626343,12
10:33:26.738,8900,445,-19.67612386719813,-43.2116255275922,12
10:33:26.954,9000,450,-19.67612173672134,-43.21161530615247,12
10:33:27.170,9100,455,-19.676111215099105,-43.21161070368233,12
10:33:27.383,9200,460,-19.676107257472818,-43.2116096089106,12
10:33:27.591,9300,465,-19.676107743288103,-43.2116111903795,12
10:33:27.807,9400,470,-19.676102843110513,-43.211599916309815,12
10:33:28.020,9500,475,-19.676099651080325,-43.21160069499061,12
10:33:28.236,9600,480,-19.676096503451056,-43.21159335240295,12
10:33:28.446,9700,485,-19.67609425394027,-43.211589917824774,12
10:33:28.660,9800,490,-19.676086470760698,-43.21158330961064,12
10:33:28.878,9900,495,-19.676080315948482,-43.21158092638735,12
10:33:29.095,10000,500,-19.676077072451438,-43.21157383878278,12
10:33:29.302,10100,505,-19.676073072989002,-43.21156899793776,12
10:33:29.515,10200,510,-19.67606593619657,-43.21157078848498,12
10:33:29.726,10300,515,-19.676065039574404,-43.21155915038178,12
10:33:29.944,10400,520,-19.67606126930597,-43.21156413924849,12
10:33:30.165,10500,525,-19.676053038364113,-43.211559074992785,12
10:33:30.375,10600,530,-19.67605253422279,-43.21155041683933,12
10:33:30.585,10700,535,-19.676049595014995,-43.21154539403872,12
10:33:30.802,10800,540,-19.676041438932774,-43.2115437499253,12
10:33:31.019,10900,545,-19.67603372017543,-43.21154065282565,12
10:33:31.235,11000,550,-19.67603696442329,-43.21153606109515,12
10:33:31.455,11100,555,-19.676034028989555,-43.21153438855255,12
10:33:31.663,11200,560,-19.676020956804003,-43.21152586314507,12
10:33:31.873,11300,565,-19.676018202902128,-43.211524480703794,12
10:33:32.091,11400,570,-19.67602107700161,-43.21151757856951,12
10:33:32.309,11500,575,-19.676011677942135,-43.211511503004814,12
10:33:32.519,11600,580,-19.676004289959405,-43.211508431465425,12
10:33:32.733,11700,585,-19.67600481824334,-43.21150412406474,12
10:33:32.947,11800,590,-19.676002019215794,-43.21149788211031,12
10:33:33.158,11900,595,-19.675991959507453,-43.21149783929265,12
10:33:33.367,12000,600,-19.675988441008435,-43.211491198079244,12
10:33:33.578,12100,605,-19.675983341540572,-43.21148508592069,12
10:33:33.789,12200,610,-19.675985277984037,-43.21147960629958,12
10:33:34.002,12300,615,-19.675980629076562,-43.21148008838431,12
10:33:34.210,12400,620,-19.675972576119857,-43.211476856509165,12
10:33:34.428,12500,625,-19.67597475733888,-43.21147244285032,12
10:33:34.646,12600,630,-19.67596238408739,-43.21146378410436,12
10:33:34.856,12700,635,-19.675965360950265,-43.2114644141921,12
10:33:35.072,12800,640,-19.675955550760662,-43.21145249764444,12
10:33:35.283,12900,645,-19.67595417424569,-43.21145772705784,12
10:33:35.497,13000,650,-19.675948327613096,-43.21144433855675,12
10:33:35.710,13100,655,-19.67594773320323,-43.211443644812036,12
10:33:35.921,13200,660,-19.675937819753052,-43.21143970307407,12
10:33:36.133,13300,665,-19.675934775471678,-43.211439927455324,12
10:33:36.346,13400,670,-19.675931480606806,-43.211431145365005,12
10:33:36.562,13500,675,-19.675923083906543,-43.2114319594362,12
10:33:36.779,13600,680,-19.67592397131207,-43.21142299105409,12
10:33:36.990,13700,685,-19.675916098601938,-43.211422959429335,12
10:33:37.206,13800,690,-19.675911004219305,-43.211409806407,12
10:33:37.420,13900,695,-19.67591134575123,-43.21141493123199,12
10:33:37.630,14000,700,-19.67590745410226,-43.211402266135245,12
10:33:37.838,14100,705,-19.67590404278042,-43.21140410665018,12
10:33:38.053,14200,710,-19.675892591530086,-43.21140094501677,12
10:33:38.266,14300,715,-19.675893483504076,-43.211390250184095,12
10:33:38.477,14400,720,-19.67589266638502,-43.211390349833835,12
10:33:38.696,14500,725,-19.67588032118447,-43.21138786886277,12
10:33:38.914,14600,730,-19.67588414237174,-43.21138252997391,12
10:33:39.129,14700,735,-19.675871521401294,-43.21138075226069,12
10:33:39.341,14800,740,-19.67586811271221,-43.211371942103526,12
10:33:39.555,14900,745,-19.675865708283578,-43.21137244984173,12
10:33:39.769,15000,750,-19.675858813568382,-43.21136393965955,12
10:33:39.980,15100,755,-19.67586060948167,-43.21135817205575,12
10:33:40.194,15200,760,-19.675855159169195,-43.211359217630694,12
10:33:40.404,15300,765,-19.67585505642478,-43.21135369363865,12
10:33:40.620,15400,770,-19.675850967626346,-43.2113434889967,12
10:33:40.833,15500,775,-19.675840802801467,-43.21134047775831,12
10:33:41.049,15600,780,-19.675835889704526,-43.211341118054904,12
10:33:41.259,15700,785,-19.675834218666413,-43.21132923149371,12
10:33:41.467,15800,790,-19.675829671018533,-43.21132969976278,12
10:33:41.681,15900,795,-19.675823442344868,-43.21132390211246,12
10:33:41.898,16000,800,-19.675821429080944,-43.21132438840628,12
10:33:42.111,16100,805,-19.67581243192991,-43.21131965834694,12
10:33:42.321,16200,810,-19.67581308061734,-43.211309179399876,12
10:33:42.532,16300,815,-19.6758053607806,-43.21131148654606,12
10:33:42.750,16400,820,-19.67580177604748,-43.211306081272376,12
10:33:42.968,16500,825,-19.675797156708132,-43.21129621842689,12
10:33:43.175,16600,830,-19.675795496450995,-43.21129723171244,12
10:33:43.388,16700,835,-19.675787033939123,-43.21128663009959,12
10:33:43.599,16800,840,-19.675791178617935,-43.211284779320756,12
10:33:43.812,16900,845,-19.675779888907883,-43.21128023356318,12
10:33:44.022,17000,850,-19.675774654749976,-43.2112801275237,12
10:33:44.235,17100,855,-19.675777632707604,-43.21127889690449,12
10:33:44.451,17200,860,-19.675772908937535,-43.21127167486942,12
10:33:44.663,17300,865,-19.675767570910626,-43.211266769576014,12
10:33:44.878,17400,870,-19.675760096736962,-43.21126068081744,12
10:33:45.093,17500,875,-19.675752930013687,-43.21125439032294,12
10:33:45.300,17600,880,-19.675748818255265,-43.21125536467182,12
10:33:45.512,17700,885,-19.67575178845926,-43.21124654636134,12
10:33:45.720,17800,890,-19.6757471585107,-43.21124058099265,12
10:33:45.935,17900,895,-19.675737719349318,-43.2112418409845,12
10:33:46.150,18000,900,-19.675738284310675,-43.211236372063404,12
10:33:46.358,18100,905,-19.675733549472447,-43.21123597274042,12
10:33:46.570,18200,910,-19.675732088266603,-43.21123045830251,12
10:33:46.786,18300,915,-19.675724999759368,-43.21122427799771,12
10:33:46.999,18400,920,-19.67572362524629,-43.21122102303338,12
10:33:47.209,18500,925,-19.67571882619073,-43.21121250072812,12
10:33:47.421,18600,930,-19.675707410741204,-43.21121055752124,12
10:33:47.635,18700,935,-19.675709848580805,-43.211207185869675,12
10:33:47.846,18800,940,-19.675703021671268,-43.21120616233061,12
10:33:48.062,18900,945,-19.675697608313808,-43.21119941841811,12
10:33:48.280,19000,950,-19.675695751872098,-43.21119015276019,12
10:33:48.488,19100,955,-19.675692846481834,-43.211184513160575,12
10:33:48.700,19200,960,-19.675688883972896,-43.21118345556523,12
10:33:48.911,19300,965,-19.67568503905257,-43.211180141905814,12
10:33:49.119,19400,970,-19.67568092076882,-43.21117378347838,12
10:33:49.332,19500,975,-19.6756743094225,-43.21117332473002,12
10:33:49.548,19600,980,-19.675668940711674,-43.21116676706044,12
10:33:49.761,19700,985,-19.675660919725736,-43.21116004762918,12
10:33:49.968,19800,990,-19.675663289104023,-43.21116252230572,12
10:33:50.189,19900,995,-19.67565269275585,-43.211155867269404,12
10:33:50.397,20000,1000,-19.675648280928883,-43.21115214399658,12
10:33:50.607,20100,1005,-19.67564301381762,-43.21114357673669,12
10:33:50.820,20200,1010,-19.675645833660926,-43.211147162673335,12
10:33:51.032,20300,1015,-19.675636848954948,-43.21113667932607,12
10:33:51.239,20400,1020,-19.675631038450682,-43.21113881135154,12
10:33:51.451,20500,1025,-19.67563263685149,-43.2111261969572,12
10:33:51.660,20600,1030,-19.675623225470943,-43.211126088350426,12
10:33:51.871,20700,1035,-19.67561698003332,-43.211120621421394,12
10:33:52.085,20800,1040,-19.675617356204427,-43.2111152739788,12
10:33:52.306,20900,1045,-19.675610101774325,-43.211109691026216,12
10:33:52.519,21000,1050,-19.675605075428567,-43.21110728307986,12
10:33:52.726,21100,1055,-19.675602785521157,-43.211108203332905,12
10:33:52.935,21200,1060,-19.675604418855855,-43.211100858624555,12
10:33:53.148,21300,1065,-19.675595776798048,-43.21109136518169,12
10:33:53.361,21400,1070,-19.67559345539096,-43.21109606639668,12
10:33:53.579,21500,1075,-19.675591433163497,-43.21108404443552,12
10:33:53.786,21600,1080,-19.675578328638224,-43.21108007403423,12
10:33:54.000,21700,1085,-19.67557429110514,-43.211078473794736,12
10:33:54.212,21800,1090,-19.6755745278324,-43.21107200720359,12
10:33:54.428,21900,1095,-19.67557012626928,-43.21106709096715,12
10:33:54.636,22000,1100,-19.675564973569696,-43.21106434491,12
10:33:54.847,22100,1105,-19.675564597277567,-43.21106169424152,12
10:33:55.063,22200,1110,-19.675559386166714,-43.21105746908496,12
10:33:55.274,22300,1115,-19.675550448706563,-43.21105416655015,12
10:33:55.481,22400,1120,-19.675549135257754,-43.21105234056355,12
10:33:55.694,22500,1125,-19.675539944150454,-43.211047829447665,12
10:33:55.908,22600,1130,-19.67554258254896,-43.211044522041576,12
10:33:56.119,22700,1135,-19.67553812798792,-43.211036182235546,12
10:33:56.327,22800,1140,-19.675532327828968,-43.211036164666815,12
10:33:56.541,22900,1145,-19.675524489669836,-43.21103121525951,12
10:33:56.758,23000,1150,-19.675525345000437,-43.21102820737859,12
10:33:56.975,23100,1155,-19.675518574884368,-43.21102315728743,12
10:33:57.191,23200,1160,-19.675517171306343,-43.211010011713974,12
10:33:57.402,23300,1165,-19.675507739253653,-43.211009801756276,12
10:33:57.613,23400,1170,-19.675511175991684,-43.21100905191699,12
10:33:57.825,23500,1175,-19.675502596392693,-43.21099821135394,12
10:33:58.044,23600,1180,-19.67550064394736,-43.21099307077587,12
10:33:58.255,23700,1185,-19.67549439471601,-43.21099156997092,12
10:33:58.463,23800,1190,-19.675490568509314,-43.21098884814985,12
10:33:58.679,23900,1195,-19.67548942885648,-43.210989682120065,12
10:33:58.897,24000,1200,-19.675478180911433,-43.21097796462573,12
10:33:59.113,24100,1205,-19.67547266217346,-43.210980787991936,12
10:33:59.334,24200,1210,-19.675468565171574,-43.21096701865844,12
10:33:59.542,24300,1215,-19.675472454040836,-43.21096846220569,12
10:33:59.766,24400,1220,-19.67546006276124,-43.210961566648145,12
10:33:59.985,24500,1225,-19.675460215034146,-43.21095456318717,12
10:34:00.205,24600,1230,-19.675452192855793,-43.21095048259078,12
10:34:00.414,24700,1235,-19.675449184460035,-43.210952157552796,12
10:34:00.628,24800,1240,-19.675448898213023,-43.21094936067103,12
10:34:00.844,24900,1245,-19.675438163764944,-43.21093714190565,12
10:34:01.058,25000,1250,-19.67543621823201,-43.21094123314468,12
10:34:01.269,25100,1255,-19.67542979125985,-43.2109367601754,12
10:34:01.484,25200,1260,-19.675427136617625,-43.210929432978645,12
10:34:01.699,25300,1265,-19.675427489063743,-43.210928465424786,12
10:34:01.914,25400,1270,-19.6754233608234,-43.210918181697814,12
10:34:02.128,25500,1275,-19.67541631350557,-43.21091195259626,12
10:34:02.342,25600,1280,-19.67540742953137,-43.210915858438185,12
10:34:02.561,25700,1285,-19.67540666524455,-43.21090260680806,12
10:34:02.776,25800,1290,-19.675407453275604,-43.21090798988419,12
10:34:02.991,25900,1295,-19.675399318820748,-43.21089982906114,12
10:34:03.206,26000,1300,-19.675395337494784,-43.21089905669557,12
10:34:03.424,26100,1305,-19.67538859599549,-43.21089280408303,12
10:34:03.637,26200,1310,-19.675382055931557,-43.21088758618867,12
10:34:03.851,26300,1315,-19.67538417032772,-43.21088072098068,12
10:34:04.069,26400,1320,-19.675377039861715,-43.21087417911287,12
10:34:04.279,26500,1325,-19.675369184395283,-43.21087497594649,12
10:34:04.494,26600,1330,-19.675366572220717,-43.21086428407849,12
10:34:04.708,26700,1335,-19.675360284313776,-43.21086369879201,12
10:34:04.924,26800,1340,-19.675355165479985,-43.210857279772156,12
10:34:05.142,26900,1345,-19.675352659504796,-43.21086018711383,12
10:34:05.361,27000,1350,-19.675351215308197,-43.21085596071328,12
10:34:05.575,27100,1355,-19.675348537515102,-43.21084811526068,12
10:34:05.785,27200,1360,-19.675345834613214,-43.210837997083175,12
10:34:06.001,27300,1365,-19.675338933619418,-43.21083990771043,12
10:34:06.208,27400,1370,-19.675331918818166,-43.21083232707131,12
10:34:06.418,27500,1375,-19.67532572188036,-43.21082739039334,12
10:34:06.636,27600,1380,-19.675328625593423,-43.21082312829431,12
10:34:06.851,27700,1385,-19.675317908533017,-43.210824227429285,12
10:34:07.059,27800,1390,-19.6753168661279,-43.21081708431394,12
10:34:07.272,27900,1395,-19.675311580973425,-43.2108170411852,12
10:34:07.484,28000,1400,-19.675310223719897,-43.210805869138056,12
10:34:07.700,28100,1405,-19.67530469340055,-43.2108078487162,12
10:34:07.908,28200,1410,-19.675301612530113,-43.210803223327574,12
10:34:08.122,28300,1415,-19.675300924356925,-43.21079662189487,12
10:34:08.341,28400,1420,-19.675292378646247,-43.21078748157248,12
10:34:08.552,28500,1425,-19.675291138285782,-43.210785869858434,12
10:34:08.760,28600,1430,-19.675279363001184,-43.21078181072883,12
10:34:08.977,28700,1435,-19.675274457171014,-43.21078238152129,12
10:34:09.188,28800,1440,-19.675270171759387,-43.210776615604324,12
10:34:09.397,28900,1445,-19.675274497465896,-43.21076630129333,12
10:34:09.604,29000,1450,-19.67526202345087,-43.21076887289933,12
10:34:09.820,29100,1455,-19.675263810310614,-43.21076638306124,12
10:34:10.033,29200,1460,-19.67525979821822,-43.21075612519034,12
10:34:10.243,29300,1465,-19.675257770394943,-43.210751735987614,12
10:34:10.450,29400,1470,-19.67524952497971,-43.210746745182625,12
10:34:10.662,29500,1475,-19.675247541797603,-43.2107411646749,12
10:34:10.875,29600,1480,-19.67524203172597,-43.210737293761,12
10:34:11.085,29700,1485,-19.675237424075572,-43.21073261208838,12
10:34:11.300,29800,1490,-19.6752296900832,-43.21072933784534,12
10:34:11.512,29900,1495,-19.67522721765399,-43.21073062189778,12
10:34:11.725,30000,1500,-19.675219852555625,-43.210725147689914,12
10:34:11.943,30100,1505,-19.675218285467835,-43.21072383043808,12
10:34:12.158,30200,1510,-19.675217434118068,-43.21071899537018,12
10:34:12.370,30300,1515,-19.675213342005556,-43.21071340929651,12
10:34:12.586,30400,1520,-19.67520217881,-43.21070870193218,12
10:34:12.801,30500,1525,-19.67520255489043,-43.210697962083614,12
10:34:13.016,30600,1530,-19.675202642527683,-43.21069484158191,12
10:34:13.227,30700,1535,-19.67519687126334,-43.21069192805552,12
10:34:13.440,30800,1540,-19.675189386976726,-43.21069449200041,12
10:34:13.654,30900,1545,-19.675189183922775,-43.21068935752697,12
10:34:13.869,31000,1550,-19.675181240677894,-43.21068031326211,12
10:34:14.083,31100,1555,-19.675174722428658,-43.21067726760708,12
10:34:14.296,31200,1560,-19.675176169432362,-43.210676681705515,12
10:34:14.505,31300,1565,-19.675164285533107,-43.21066387749353,12
10:34:14.717,31400,1570,-19.675160352066122,-43.210667054811246,12
10:34:14.935,31500,1575,-19.675162686556654,-43.210656554573305,12
10:34:15.151,31600,1580,-19.675150710682882,-43.21065329858628,12
10:34:15.359,31700,1585,-19.67515607178342,-43.21065453713104,12
10:34:15.570,31800,1590,-19.675149304151674,-43.21064380247206,12
10:34:15.787,31900,1595,-19.675142835975517,-43.21064517451036,12
10:34:15.995,32000,1600,-19.675143141825398,-43.21064289076808,12
10:34:16.202,32100,1605,-19.675133150149385,-43.21063775419428,12
10:34:16.412,32200,1610,-19.67513139229014,-43.21063324948722,12
10:34:16.628,32300,1615,-19.67512124980861,-43.21062205188283,12
10:34:16.842,32400,1620,-19.67512129019788,-43.21062047852909,12
10:34:17.049,32500,1625,-19.675119357251223,-43.21061411094133,12
10:34:17.259,32600,1630,-19.675111026452164,-43.210614100597404,12
10:34:17.473,32700,1635,-19.675107722897412,-43.21060479901011,12
10:34:17.690,32800,1640,-19.675106382715974,-43.210601519280154,12
10:34:17.905,32900,1645,-19.675099608187768,-43.210602080299154,12
10:34:18.120,33000,1650,-19.67509192393114,-43.21059439568448,12
10:34:18.333,33100,1655,-19.675089053000924,-43.2105967763347,12
10:34:18.543,33200,1660,-19.675090626403446,-43.210587407330316,12
10:34:18.760,33300,1665,-19.675078946488394,-43.210585417138134,12
10:34:18.975,33400,1670,-19.675076746185297,-43.21058188184453,12
10:34:19.195,33500,1675,-19.6750767458595,-43.210577251947484,12
10:34:19.413,33600,1680,-19.675071200135914,-43.21056799309016,12
10:34:19.626,33700,1685,-19.67506553628303,-43.21056647402335,12
10:34:19.842,33800,1690,-19.67506161339793,-43.21056624949379,12
10:34:20.053,33900,1695,-19.675059574771804,-43.21056243801477,12
10:34:20.268,34000,1700,-19.675055920446248,-43.21055549307965,12
10:34:20.483,34100,1705,-19.67504844750563,-43.21055395592851,12
10:34:20.701,34200,1710,-19.675046829343323,-43.21054256500411,12
10:34:20.911,34300,1715,-19.675039049393853,-43.21054238208073,12
10:34:21.119,34400,1720,-19.675039692129346,-43.21053978595641,12
10:34:21.334,34500,1725,-19.675027214965027,-43.21053216783781,12
10:34:21.544,34600,1730,-19.675031441771768,-43.21052284094594,12
10:34:21.765,34700,1735,-19.675023013915848,-43.21052159788278,12
10:34:21.980,34800,1740,-19.675020657993684,-43.21051856077448,12
10:34:22.195,34900,1745,-19.67501467734023,-43.210517392693255,12
10:34:22.407,35000,1750,-19.67501250802931,-43.21051018197934,12
10:34:22.623,35100,1755,-19.675003638638536,-43.21050805252736,12
10:34:22.837,35200,1760,-19.674997367714546,-43.21050145880555,12
10:34:23.054,35300,1765,-19.67499556116091,-43.21049800179561,12
10:34:23.267,35400,1770,-19.674990751636333,-43.21049628014382,12
10:34:23.480,35500,1775,-19.674987990637234,-43.2104852911299,12
10:34:23.693,35600,1780,-19.67498189858748,-43.21048747121843,12
10:34:23.908,35700,1785,-19.674985117907458,-43.210478541544596,12
10:34:24.124,35800,1790,-19.67497485045394,-43.21048032764319,12
10:34:24.339,35900,1795,-19.67496861561528,-43.21047673499068,12
10:34:24.550,36000,1800,-19.67496803928796,-43.21046389200235,12
10:34:24.766,36100,1805,-19.674961345702705,-43.210461126760954,12
10:34:24.979,36200,1810,-19.674962430262454,-43.21046218885265,12
10:34:25.197,36300,1815,-19.674957128724166,-43.210457780795224,12
10:34:25.405,36400,1820,-19.67494723105545,-43.21044957731324,12
10:34:25.618,36500,1825,-19.67494473979627,-43.210446183854465,12
10:34:25.833,36600,1830,-19.67494479129765,-43.210440204117624,12
10:34:26.048,36700,1835,-19.674936236707783,-43.21043782422877,12
10:34:26.259,36800,1840,-19.674937320680215,-43.21043837665145,12
10:34:26.471,36900,1845,-19.674924724241922,-43.21042884880794,12
10:34:26.688,37000,1850,-19.674927200073885,-43.21042581317601,12
10:34:26.897,37100,1855,-19.674923191804,-43.21042495903078,12
10:34:27.107,37200,1860,-19.674919652431146,-43.2104162003706,12
10:34:27.316,37300,1865,-19.674911276904734,-43.210409038576586,12
10:34:27.523,37400,1870,-19.67490438692793,-43.21041043906853,12
10:34:27.741,37500,1875,-19.674899559777494,-43.21040305347226,12
10:34:27.959,37600,1880,-19.674900033930413,-43.210396150138344,12
10:34:28.180,37700,1885,-19.674892622203853,-43.21039185950289,12
10:34:28.388,37800,1890,-19.67489153537962,-43.21038649563727,12
10:34:28.603,37900,1895,-19.674881930375687,-43.210387950878854,12
10:34:28.817,38000,1900,-19.674883668122927,-43.21038355219575,12
10:34:29.033,38100,1905,-19.67487446372753,-43.21037620504262,12
10:34:29.244,38200,1910,-19.6748737191473,-43.21037369880622,12
10:34:29.452,38300,1915,-19.674869494706776,-43.210369919583464,12
10:34:29.669,38400,1920,-19.67486727730038,-43.2103656022243,12
10:34:29.888,38500,1925,-19.674861258088214,-43.210360626592426,12
10:34:30.102,38600,1930,-19.67485524993737,-43.2103608504935,12
10:34:30.310,38700,1935,-19.67485536743985,-43.210354459944504,12
10:34:30.528,38800,1940,-19.67484419057186,-43.21034974128474,12
10:34:30.744,38900,1945,-19.67484201958793,-43.210339427838534,12
10:34:30.961,39000,1950,-19.674835877706236,-43.21034379278141,12
10:34:31.169,39100,1955,-19.674831684619154,-43.210339437394744,12
10:34:31.384,39200,1960,-19.674829694173127,-43.210332315819734,12
10:34:31.595,39300,1965,-19.67482262343442,-43.21032834106718,12
10:34:31.810,39400,1970,-19.674820101175175,-43.210322824531836,12
10:34:32.019,39500,1975,-19.674818776316158,-43.21031605633309,12
10:34:32.229,39600,1980,-19.674812662811412,-43.21031672118067,12
10:34:32.447,39700,1985,-19.674806833153657,-43.21031217205255,12
10:34:32.665,39800,1990,-19.674804896508643,-43.210307574161035,12
10:34:32.875,39900,1995,-19.67480151326785,-43.21030118229799,12
10:34:33.089,40000,2000,-19.674801366760335,-43.21029397231801,12
10:34:33.300,40100,2005,-19.674795313200438,-43.21029337594535,12
10:34:33.512,40200,2010,-19.67479056975823,-43.21028894806167,12
10:34:33.727,40300,2015,-19.674786838996358,-43.210287704799086,12
10:34:33.943,40400,2020,-19.674775884200088,-43.21027508970974,12
10:34:34.153,40500,2025,-19.6747718065041,-43.210276808856705,12
10:34:34.372,40600,2030,-19.674767354711356,-43.210276084746425,12
10:34:34.586,40700,2035,-19.674765441712815,-43.21026290002312,12
10:34:34.802,40800,2040,-19.674760975333275,-43.21025883075564,12
10:34:35.016,40900,2045,-19.67475557783598,-43.21025690798301,12
10:34:35.226,41000,2050,-19.674750073246393,-43.210255284917466,12
10:34:35.439,41100,2055,-19.674746974534006,-43.21025273335379,12
10:34:35.651,41200,2060,-19.674742847788647,-43.21024370795605,12
10:34:35.862,41300,2065,-19.67473695999193,-43.210241269886595,12
10:34:36.081,41400,2070,-19.674737023526866,-43.210235271475284,12
10:34:36.292,41500,2075,-19.67473323064028,-43.210230751726876,12
