Hora_Recebimento,Tempo_ms,Pacote_ID,Pressao,Status_Squib
10:33:28.878,9900,495,991.126615697013,2
10:33:29.095,10000,500,991.5107681594394,2
10:33:29.302,10100,505,991.8784580501015,2
10:33:29.515,10200,510,992.2555295938129,2
10:33:29.726,10300,515,992.629125691936,2
10:33:29.944,10400,520,993.015731916999,2
10:33:30.165,10500,525,993.4067214326785,2
10:33:30.375,10600,530,993.779320159599,2
10:33:30.585,10700,535,994.1517113646129,2
10:33:30.802,10800,540,994.5374591422575,2
10:33:31.019,10900,545,994.9220433322412,2
10:33:31.235,11000,550,995.3056063072789,2
10:33:31.455,11100,555,995.6962201434097,2
10:33:31.663,11200,560,996.0666738738041,2
10:33:31.873,11300,565,996.4396877401624,2
10:33:32.091,11400,570,996.8277975296311,2
10:33:32.309,11500,575,997.2141097697462,2
10:33:32.519,11600,580,997.5889283643525,2
10:33:32.733,11700,585,997.9686334781368,2
10:33:32.947,11800,590,998.3510106801765,2
10:33:33.158,11900,595,998.7261255616017,2
10:33:33.367,12000,600,999.0985821599011,2
10:33:33.578,12100,605,999.4737625804509,2
10:33:33.789,12200,610,999.8503695273816,2
10:33:34.002,12300,615,1000.2308998465264,2
10:33:34.210,12400,620,1000.6016235742111,2
10:33:34.428,12500,625,1000.9908544169757,2
10:33:34.646,12600,630,1001.3784507833084,2
10:33:34.856,12700,635,1001.754102922148,2
10:33:35.072,12800,640,1002.1401233621923,2
10:33:35.283,12900,645,1002.5163642014254,2
10:33:35.497,13000,650,1002.8982152264031,2
10:33:35.710,13100,655,1003.2792144154387,2
10:33:35.921,13200,660,1003.6563288610531,2
10:33:36.133,13300,665,1004.0367437142202,2
10:33:36.346,13400,670,1004.4169771281255,2
10:33:36.562,13500,675,1004.8032657993731,2
10:33:36.779,13600,680,1005.1920992928718,2
10:33:36.990,13700,685,1005.5691361365931,2
10:33:37.206,13800,690,1005.9560752784747,2
10:33:37.420,13900,695,1006.3407910797789,2
10:33:37.630,14000,700,1006.7175258588895,2
10:33:37.838,14100,705,1007.0899770532485,2
10:33:38.053,14200,710,1007.4744165966466,2
10:33:38.266,14300,715,1007.8576946425129,2
10:33:38.477,14400,720,1008.2352233550558,2
10:33:38.696,14500,725,1008.6285403045499,2
10:33:38.914,14600,730,1009.0197353008713,2
10:33:39.129,14700,735,1009.4073907127259,2
10:33:39.341,14800,740,1009.7867638031063,2
10:33:39.555,14900,745,1010.1723276866829,2
10:33:39.769,15000,750,1010.5573347115536,2
10:33:39.980,15100,755,1010.9365984371144,2
10:33:40.194,15200,760,1011.3204343087602,2
10:33:40.404,15300,765,1011.6992322094637,2
10:33:40.620,15400,770,1012.0871359199951,2
10:33:40.833,15500,775,1012.4715998247879,2
10:33:41.049,15600,780,1012.8598382215987,2
10:33:41.259,15700,785,1013.2384099520863,2
10:33:41.467,15800,790,1013.25,2
10:33:41.681,15900,795,1013.25,2
10:33:41.898,16000,800,1013.25,2
10:33:42.111,16100,805,1013.25,2
10:33:42.321,16200,810,1013.25,2
10:33:42.532,16300,815,1013.25,2
10:33:42.750,16400,820,1013.25,2
10:33:42.968,16500,825,1013.25,2
10:33:43.175,16600,830,1013.25,2
10:33:43.388,16700,835,1013.25,2
10:33:43.599,16800,840,1013.25,2
10:33:43.812,16900,845,1013.25,2
10:33:44.022,17000,850,1013.25,2
10:33:44.235,17100,855,1013.25,2
10:33:44.451,17200,860,1013.25,2
10:33:44.663,17300,865,1013.25,2
10:33:44.878,17400,870,1013.25,2
10:33:45.093,17500,875,1013.25,2
10:33:45.300,17600,880,1013.25,2
10:33:45.512,17700,885,1013.25,2
10:33:45.720,17800,890,1013.25,2
10:33:45.935,17900,895,1013.25,2
10:33:46.150,18000,900,1013.25,2
10:33:46.358,18100,905,1013.25,2
10:33:46.570,18200,910,1013.25,2
10:33:46.786,18300,915,1013.25,2
10:33:46.999,18400,920,1013.25,2
10:33:47.209,18500,925,1013.25,2
10:33:47.421,18600,930,1013.25,2
10:33:47.635,18700,935,1013.25,2
10:33:47.846,18800,940,1013.25,2
10:33:48.062,18900,945,1013.25,2
10:33:48.280,19000,950,1013.25,2
10:33:48.488,19100,955,1013.25,2
10:33:48.700,19200,960,1013.25,2
10:33:48.911,19300,965,1013.25,2
10:33:49.119,19400,970,1013.25,2
10:33:49.332,19500,975,1013.25,2
10:33:49.548,19600,980,1013.25,2
10:33:49.761,19700,985,1013.25,2
10:33:49.968,19800,990,1013.25,2
10:33:50.189,19900,995,1013.25,2
10:33:50.397,20000,1000,1013.25,2
10:33:50.607,20100,1005,1013.25,2
10:33:50.820,20200,1010,1013.25,2
10:33:51.032,20300,1015,1013.25,2
10:33:51.239,20400,1020,1013.25,2
10:33:51.451,20500,1025,1013.25,2
10:33:51.660,20600,1030,1013.25,2
10:33:51.871,20700,1035,1013.25,2
10:33:52.085,20800,1040,1013.25,2
10:33:52.306,20900,1045,1013.25,2
10:33:52.519,21000,1050,1013.25,2
10:33:52.726,21100,1055,1013.25,2
10:33:52.935,21200,1060,1013.25,2
10:33:53.148,21300,1065,1013.25,2
10:33:53.361,21400,1070,1013.25,2
10:33:53.579,21500,1075,1013.25,2
10:33:53.786,21600,1080,1013.25,2
10:33:54.000,21700,1085,1013.25,2
10:33:54.212,21800,1090,1013.25,2
10:33:54.428,21900,1095,1013.25,2
10:33:54.636,22000,1100,1013.25,2
10:33:54.847,22100,1105,1013.25,2
10:33:55.063,22200,1110,1013.25,2
10:33:55.274,22300,1115,1013.25,2
10:33:55.481,22400,1120,1013.25,2
10:33:55.694,22500,1125,1013.25,2
10:33:55.908,22600,1130,1013.25,2
10:33:56.119,22700,1135,1013.25,2
10:33:56.327,22800,1140,1013.25,2
10:33:56.541,22900,1145,1013.25,2
10:33:56.758,23000,1150,1013.25,2
10:33:56.975,23100,1155,1013.25,2
10:33:57.191,23200,1160,1013.25,2
10:33:57.402,23300,1165,1013.25,2
10:33:57.613,23400,1170,1013.25,2
10:33:57.825,23500,1175,1013.25,2
10:33:58.044,23600,1180,1013.25,2
10:33:58.255,23700,1185,1013.25,2
10:33:58.463,23800,1190,1013.25,2
10:33:58.679,23900,1195,1013.25,2
10:33:58.897,24000,1200,1013.25,2
10:33:59.113,24100,1205,1013.25,2
10:33:59.334,24200,1210,1013.25,2
10:33:59.542,24300,1215,1013.25,2
10:33:59.766,24400,1220,1013.25,2
10:33:59.985,24500,1225,1013.25,2
10:34:00.205,24600,1230,1013.25,2
10:34:00.414,24700,1235,1013.25,2
10:34:00.628,24800,1240,1013.25,2
10:34:00.844,24900,1245,1013.25,2
10:34:01.058,25000,1250,1013.25,2
10:34:01.269,25100,1255,1013.25,2
10:34:01.484,25200,1260,1013.25,2
10:34:01.699,25300,1265,1013.25,2
10:34:01.914,25400,1270,1013.25,2
10:34:02.128,25500,1275,1013.25,2
10:34:02.342,25600,1280,1013.25,2
10:34:02.561,25700,1285,1013.25,2
10:34:02.776,25800,1290,1013.25,2
10:34:02.991,25900,1295,1013.25,2
10:34:03.206,26000,1300,1013.25,2
10:34:03.424,26100,1305,1013.25,2
10:34:03.637,26200,1310,1013.25,2
10:34:03.851,26300,1315,1013.25,2
10:34:04.069,26400,1320,1013.25,2
10:34:04.279,26500,1325,1013.25,2
10:34:04.494,26600,1330,1013.25,2
10:34:04.708,26700,1335,1013.25,2
10:34:04.924,26800,1340,1013.25,2
10:34:05.142,26900,1345,1013.25,2
10:34:05.361,27000,1350,1013.25,2
10:34:05.575,27100,1355,1013.25,2
10:34:05.785,27200,1360,1013.25,2
10:34:06.001,27300,1365,1013.25,2
10:34:06.208,27400,1370,1013.25,2
10:34:06.418,27500,1375,1013.25,2
10:34:06.636,27600,1380,1013.25,2
10:34:06.851,27700,1385,1013.25,2
10:34:07.059,27800,1390,1013.25,2
10:34:07.272,27900,1395,1013.25,2
10:34:07.484,28000,1400,1013.25,2
10:34:07.700,28100,1405,1013.25,2
10:34:07.908,28200,1410,1013.25,2
10:34:08.122,28300,1415,1013.25,2
10:34:08.341,28400,1420,1013.25,2
10:34:08.552,28500,1425,1013.25,2
10:34:08.760,28600,1430,1013.25,2
10:34:08.977,28700,1435,1013.25,2
10:34:09.188,28800,1440,1013.25,2
10:34:09.397,28900,1445,1013.25,2
10:34:09.604,29000,1450,1013.25,2
10:34:09.820,29100,1455,1013.25,2
10:34:10.033,29200,1460,1013.25,2
10:34:10.243,29300,1465,1013.25,2
10:34:10.450,29400,1470,1013.25,2
10:34:10.662,29500,1475,1013.25,2
10:34:10.875,29600,1480,1013.25,2
10:34:11.085,29700,1485,1013.25,2
10:34:11.300,29800,1490,1013.25,2
10:34:11.512,29900,1495,1013.25,2
10:34:11.725,30000,1500,1013.25,2
10:34:11.943,30100,1505,1013.25,2
10:34:12.158,30200,1510,1013.25,2
10:34:12.370,30300,1515,1013.25,2
10:34:12.586,30400,1520,1013.25,2
10:34:12.801,30500,1525,1013.25,2
10:34:13.016,30600,1530,1013.25,2
10:34:13.227,30700,1535,1013.25,2
10:34:13.440,30800,1540,1013.25,2
10:34:13.654,30900,1545,1013.25,2
10:34:13.869,31000,1550,1013.25,2
10:34:14.083,31100,1555,1013.25,2
10:34:14.296,31200,1560,1013.25,2
10:34:14.505,31300,1565,1013.25,2
10:34:14.717,31400,1570,1013.25,2
10:34:14.935,31500,1575,1013.25,2
10:34:15.151,31600,1580,1013.25,2
10:34:15.359,31700,1585,1013.25,2
10:34:15.570,31800,1590,1013.25,2
10:34:15.787,31900,1595,1013.25,2
10:34:15.995,32000,1600,1013.25,2
10:34:16.202,32100,1605,1013.25,2
10:34:16.412,32200,1610,1013.25,2
10:34:16.628,32300,1615,1013.25,2
10:34:16.842,32400,1620,1013.25,2
10:34:17.049,32500,1625,1013.25,2
10:34:17.259,32600,1630,1013.25,2
10:34:17.473,32700,1635,1013.25,2
10:34:17.690,32800,1640,1013.25,2
10:34:17.905,32900,1645,1013.25,2
10:34:18.120,33000,1650,1013.25,2
10:34:18.333,33100,1655,1013.25,2
10:34:18.543,33200,1660,1013.25,2
10:34:18.760,33300,1665,1013.25,2
10:34:18.975,33400,1670,1013.25,2
10:34:19.195,33500,1675,1013.25,2
10:34:19.413,33600,1680,1013.25,2
10:34:19.626,33700,1685,1013.25,2
10:34:19.842,33800,1690,1013.25,2
10:34:20.053,33900,1695,1013.25,2
10:34:20.268,34000,1700,1013.25,2
10:34:20.483,34100,1705,1013.25,2
10:34:20.701,34200,1710,1013.25,2
10:34:20.911,34300,1715,1013.25,2
10:34:21.119,34400,1720,1013.25,2
10:34:21.334,34500,1725,1013.25,2
10:34:21.544,34600,1730,1013.25,2
10:34:21.765,34700,1735,1013.25,2
10:34:21.980,34800,1740,1013.25,2
10:34:22.195,34900,1745,1013.25,2
10:34:22.407,35000,1750,1013.25,2
10:34:22.623,35100,1755,1013.25,2
10:34:22.837,35200,1760,1013.25,2
10:34:23.054,35300,1765,1013.25,2
10:34:23.267,35400,1770,1013.25,2
10:34:23.480,35500,1775,1013.25,2
10:34:23.693,35600,1780,1013.25,2
10:34:23.908,35700,1785,1013.25,2
10:34:24.124,35800,1790,1013.25,2
10:34:24.339,35900,1795,1013.25,2
10:34:24.550,36000,1800,1013.25,2
10:34:24.766,36100,1805,1013.25,2
10:34:24.979,36200,1810,1013.25,2
10:34:25.197,36300,1815,1013.25,2
10:34:25.405,36400,1820,1013.25,2
10:34:25.618,36500,1825,1013.25,2
10:34:25.833,36600,1830,1013.25,2
10:34:26.048,36700,1835,1013.25,2
10:34:26.259,36800,1840,1013.25,2
10:34:26.471,36900,1845,1013.25,2
10:34:26.688,37000,1850,1013.25,2
10:34:26.897,37100,1855,1013.25,2
10:34:27.107,37200,1860,1013.25,2
10:34:27.316,37300,1865,1013.25,2
10:34:27.523,37400,1870,1013.25,2
10:34:27.741,37500,1875,1013.25,2
10:34:27.959,37600,1880,1013.25,2
10:34:28.180,37700,1885,1013.25,2
10:34:28.388,37800,1890,1013.25,2
10:34:28.603,37900,1895,1013.25,2
10:34:28.817,38000,1900,1013.25,2
10:34:29.033,38100,1905,1013.25,2
10:34:29.244,38200,1910,1013.25,2
10:34:29.452,38300,1915,1013.25,2
10:34:29.669,38400,1920,1013.25,2
10:34:29.888,38500,1925,1013.25,2
10:34:30.102,38600,1930,1013.25,2
10:34:30.310,38700,1935,1013.25,2
10:34:30.528,38800,1940,1013.25,2
10:34:30.744,38900,1945,1013.25,2
10:34:30.961,39000,1950,1013.25,2
10:34:31.169,39100,1955,1013.25,2
10:34:31.384,39200,1960,1013.25,2
10:34:31.595,39300,1965,1013.25,2
10:34:31.810,39400,1970,1013.25,2
10:34:32.019,39500,1975,1013.25,2
10:34:32.229,39600,1980,1013.25,2
10:34:32.447,39700,1985,1013.25,2
10:34:32.665,39800,1990,1013.25,2
10:34:32.875,39900,1995,1013.25,2
10:34:33.089,40000,2000,1013.25,2
10:34:33.300,40100,2005,1013.25,2
10:34:33.512,40200,2010,1013.25,2
10:34:33.727,40300,2015,1013.25,2
10:34:33.943,40400,2020,1013.25,2
10:34:34.153,40500,2025,1013.25,2
10:34:34.372,40600,2030,1013.25,2
10:34:34.586,40700,2035,1013.25,2
10:34:34.802,40800,2040,1013.25,2
10:34:35.016,40900,2045,1013.25,2
10:34:35.226,41000,2050,1013.25,2
10:34:35.439,41100,2055,1013.25,2
10:34:35.651,41200,2060,1013.25,2
10:34:35.862,41300,2065,1013.25,2
10:34:36.081,41400,2070,1013.25,2
10:34:36.292,41500,2075,1013.25,2
10:34:36.504,41600,2080,1013.25,2
10:34:36.721,41700,2085,1013.25,2
10:34:36.931,41800,2090,1013.25,2
10:34:37.145,41900,2095,1013.25,2
10:34:37.361,42000,2100,1013.25,2
10:34:37.578,42100,2105,1013.25,2
10:34:37.785,42200,2110,1013.25,2
10:34:38.002,42300,2115,1013.25,2
10:34:38.212,42400,2120,1013.25,2
10:34:38.423,42500,2125,1013.25,2
10:34:38.631,42600,2130,1013.25,2
10:34:38.849,42700,2135,1013.25,2
10:34:39.066,42800,2140,1013.25,2
10:34:39.277,42900,2145,1013.25,2
10:34:39.484,43000,2150,1013.25,2
10:34:39.697,43100,2155,1013.25,2
10:34:39.909,43200,2160,1013.25,2
10:34:40.120,43300,2165,1013.25,2
10:34:40.328,43400,2170,1013.25,2
10:34:40.538,43500,2175,1013.25,2
10:34:40.755,43600,2180,1013.25,2
10:34:40.968,43700,2185,1013.25,2
10:34:41.179,43800,2190,1013.25,2
10:34:41.394,43900,2195,1013.25,2
10:34:41.601,44000,2200,1013.25,2
10:34:41.812,44100,2205,1013.25,2
10:34:42.029,44200,2210,1013.25,2
10:34:42.239,44300,2215,1013.25,2
10:34:42.455,44400,2220,1013.25,2
10:34:42.665,44500,2225,1013.25,2
10:34:42.878,44600,2230,1013.25,2
10:34:43.094,44700,2235,1013.25,2
10:34:43.308,44800,2240,1013.25,2
10:34:43.516,44900,2245,1013.25,2
10:34:43.734,45000,2250,1013.25,2
10:34:43.951,45100,2255,1013.25,2
10:34:44.169,45200,2260,1013.25,2
10:34:44.382,45300,2265,1013.25,2
10:34:44.600,45400,2270,1013.25,2
10:34:44.818,45500,2275,1013.25,2
10:34:45.034,45600,2280,1013.25,2
10:34:45.242,45700,2285,1013.25,2
10:34:45.460,45800,2290,1013.25,2
10:34:45.679,45900,2295,1013.25,2
10:34:45.887,46000,2300,1013.25,2
10:34:46.097,46100,2305,1013.25,2
10:34:46.316,46200,2310,1013.25,2
10:34:46.536,46300,2315,1013.25,2
10:34:46.744,46400,2320,1013.25,2
10:34:46.964,46500,2325,1013.25,2
10:34:47.182,46600,2330,1013.25,2
10:34:47.392,46700,2335,1013.25,2
10:34:47.604,46800,2340,1013.25,2
10:34:47.821,46900,2345,1013.25,2
10:34:48.034,47000,2350,1013.25,2
10:34:48.248,47100,2355,1013.25,2
10:34:48.457,47200,2360,1013.25,2
10:34:48.668,47300,2365,1013.25,2
10:34:48.883,47400,2370,1013.25,2
10:34:49.097,47500,2375,1013.25,2
10:34:49.304,47600,2380,1013.25,2
10:34:49.518,47700,2385,1013.25,2
10:34:49.732,47800,2390,1013.25,2
10:34:49.947,47900,2395,1013.25,2
10:34:50.155,48000,2400,1013.25,2
10:34:50.371,48100,2405,1013.25,2
10:34:50.582,48200,2410,1013.25,2
10:34:50.792,48300,2415,1013.25,2
10:34:51.000,48400,2420,1013.25,2
10:34:51.213,48500,2425,1013.25,2
10:34:51.426,48600,2430,1013.25,2
10:34:51.638,48700,2435,1013.25,2
10:34:51.845,48800,2440,1013.25,2
10:34:52.057,48900,2445,1013.25,2
10:34:52.273,49000,2450,1013.25,2
10:34:52.487,49100,2455,1013.25,2
10:34:52.695,49200,2460,1013.25,2
10:34:52.914,49300,2465,1013.25,2
10:34:53.128,49400,2470,1013.25,2
10:34:53.344,49500,2475,1013.25,2
10:34:53.555,49600,2480,1013.25,2
10:34:53.768,49700,2485,1013.25,2
10:34:53.978,49800,2490,1013.25,2
10:34:54.194,49900,2495,1013.25,2
10:34:54.409,50000,2500,1013.25,2
10:34:54.617,50100,2505,1013.25,2
10:34:54.833,50200,2510,1013.25,2
10:34:55.043,50300,2515,1013.25,2
10:34:55.255,50400,2520,1013.25,2
10:34:55.469,50500,2525,1013.25,2
10:34:55.682,50600,2530,1013.25,2
10:34:55.894,50700,2535,1013.25,2
10:34:56.107,50800,2540,1013.25,2
10:34:56.322,50900,2545,1013.25,2
10:34:56.537,51000,2550,1013.25,2
10:34:56.752,51100,2555,1013.25,2
10:34:56.962,51200,2560,1013.25,2
10:34:57.180,51300,2565,1013.25,2
10:34:57.397,51400,2570,1013.25,2
10:34:57.606,51500,2575,1013.25,2
10:34:57.824,51600,2580,1013.25,2
10:34:58.039,51700,2585,1013.25,2
10:34:58.249,51800,2590,1013.25,2
10:34:58.457,51900,2595,1013.25,2
10:34:58.674,52000,2600,1013.25,2
10:34:58.886,52100,2605,1013.25,2
10:34:59.106,52200,2610,1013.25,2
10:34:59.316,52300,2615,1013.25,2
10:34:59.529,52400,2620,1013.25,2
10:34:59.746,52500,2625,1013.25,2
10:34:59.963,52600,2630,1013.25,2
10:35:00.174,52700,2635,1013.25,2
10:35:00.386,52800,2640,1013.25,2
10:35:00.597,52900,2645,1013.25,2
10:35:00.811,53000,2650,1013.25,2
10:35:01.024,53100,2655,1013.25,2
10:35:01.240,53200,2660,1013.25,2
10:35:01.454,53300,2665,1013.25,2
10:35:01.664,53400,2670,1013.25,2
10:35:01.880,53500,2675,1013.25,2
10:35:02.095,53600,2680,1013.25,2
10:35:02.315,53700,2685,1013.25,2
10:35:02.528,53800,2690,1013.25,2
10:35:02.741,53900,2695,1013.25,2
10:35:02.955,54000,2700,1013.25,2
10:35:03.172,54100,2705,1013.25,2
10:35:03.380,54200,2710,1013.25,2
10:35:03.593,54300,2715,1013.25,2
10:35:03.807,54400,2720,1013.25,2
10:35:04.023,54500,2725,1013.25,2
10:35:04.232,54600,2730,1013.25,2
10:35:04.446,54700,2735,1013.25,2
10:35:04.658,54800,2740,1013.25,2
10:35:04.873,54900,2745,1013.25,2
10:35:05.081,55000,2750,1013.25,2
10:35:05.294,55100,2755,1013.25,2
10:35:05.511,55200,2760,1013.25,2
10:35:05.718,55300,2765,1013.25,2
10:35:05.925,55400,2770,1013.25,2
10:35:06.139,55500,2775,1013.25,2
10:35:06.354,55600,2780,1013.25,2
10:35:06.564,55700,2785,1013.25,2
10:35:06.772,55800,2790,1013.25,2
10:35:06.985,55900,2795,1013.25,2
10:35:07.200,56000,2800,1013.25,2
10:35:07.406,56100,2805,1013.25,2
10:35:07.621,56200,2810,1013.25,2
10:35:07.839,56300,2815,1013.25,2
10:35:08.056,56400,2820,1013.25,2
10:35:08.267,56500,2825,1013.25,2
10:35:08.476,56600,2830,1013.25,2
10:35:08.689,56700,2835,1013.25,2
10:35:08.907,56800,2840,1013.25,2
10:35:09.126,56900,2845,1013.25,2
10:35:09.339,57000,2850,1013.25,2
10:35:09.556,57100,2855,1013.25,2
10:35:09.771,57200,2860,1013.25,2
10:35:09.982,57300,2865,1013.25,2
10:35:10.198,57400,2870,1013.25,2
10:35:10.410,57500,2875,1013.25,2
10:35:10.630,57600,2880,1013.25,2
10:35:10.838,57700,2885,1013.25,2
10:35:11.056,57800,2890,1013.25,2
10:35:11.268,57900,2895,1013.25,2
10:35:11.484,58000,2900,1013.25,2
10:35:11.692,58100,2905,1013.25,2
10:35:11.901,58200,2910,1013.25,2
10:35:12.114,58300,2915,1013.25,2
10:35:12.329,58400,2920,1013.25,2
10:35:12.537,58500,2925,1013.25,2
10:35:12.752,58600,2930,1013.25,2
10:35:12.968,58700,2935,1013.25,2
10:35:13.188,58800,2940,1013.25,2
10:35:13.396,58900,2945,1013.25,2
10:35:13.609,59000,2950,1013.25,2
10:35:13.825,59100,2955,1013.25,2
10:35:14.039,59200,2960,1013.25,2
10:35:14.246,59300,2965,1013.25,2
10:35:14.463,59400,2970,1013.25,2
10:35:14.675,59500,2975,1013.25,2
10:35:14.889,59600,2980,1013.25,2
10:35:15.097,59700,2985,1013.25,2
10:35:15.309,59800,2990,1013.25,2
10:35:15.522,59900,2995,1013.25,2
10:35:15.732,60000,3000,1013.25,2
10:35:15.939,60100,3005,1013.25,2
10:35:16.145,60200,3010,1013.25,2
10:35:16.353,60300,3015,1013.25,2
10:35:16.566,60400,3020,1013.25,2
10:35:16.775,60500,3025,1013.25,2
10:35:16.988,60600,3030,1013.25,2
10:35:17.198,60700,3035,1013.25,2
10:35:17.406,60800,3040,1013.25,2
10:35:17.614,60900,3045,1013.25,2
10:35:17.829,61000,3050,1013.25,2
10:35:18.038,61100,3055,1013.25,2
10:35:18.248,61200,3060,1013.25,2
10:35:18.455,61300,3065,1013.25,2
10:35:18.668,61400,3070,1013.25,2
10:35:18.879,61500,3075,1013.25,2
10:35:19.088,61600,3080,1013.25,2
10:35:19.295,61700,3085,1013.25,2
10:35:19.509,61800,3090,1013.25,2
10:35:19.722,61900,3095,1013.25,2
10:35:19.936,62000,3100,1013.25,2
10:35:20.148,62100,3105,1013.25,2
10:35:20.362,62200,3110,1013.25,2
10:35:20.573,62300,3115,1013.25,2
10:35:20.783,62400,3120,1013.25,2
10:35:20.994,62500,3125,1013.25,2
10:35:21.204,62600,3130,1013.25,2
10:35:21.419,62700,3135,1013.25,2
10:35:21.627,62800,3140,1013.25,2
10:35:21.841,62900,3145,1013.25,2
10:35:22.053,63000,3150,1013.25,2
10:35:22.263,63100,3155,1013.25,2
10:35:22.472,63200,3160,1013.25,2
10:35:22.686,63300,3165,1013.25,2
10:35:22.896,63400,3170,1013.25,2
10:35:23.112,63500,3175,1013.25,2
10:35:23.321,63600,3180,1013.25,2
10:35:23.536,63700,3185,1013.25,2
10:35:23.746,63800,3190,1013.25,2
10:35:23.965,63900,3195,1013.25,2
10:35:24.172,64000,3200,1013.25,2
10:35:24.391,64100,3205,1013.25,2
10:35:24.604,64200,3210,1013.25,2
10:35:24.816,64300,3215,1013.25,2
10:35:25.023,64400,3220,1013.25,2
10:35:25.232,64500,3225,1013.25,2
10:35:25.447,64600,3230,1013.25,2
10:35:25.660,64700,3235,1013.25,2
10:35:25.867,64800,3240,1013.25,2
10:35:26.080,64900,3245,1013.25,2
