Hora_Recebimento,Tempo_ms,Pacote_ID,Latitude,Longitude,Alt_GPS,Pressao,Alt_BMP,Alt_Max,Acc_X,Acc_Y,Acc_Z,Satélites,Quat_W,Quat_X,Quat_Y,Quat_Z,Status_Squib,Velocidade
10:33:10.472,1300,65,-19.676449043923494,-43.21195175189678,154.39269896937301,994.7383375168811,155.24753448507548,155.24753448507548,1.4057403376527517,-0.8064311743380268,31.899567529197657,12,1.0,0.0,0.0,0.0,0,3.194070828403293
10:33:10.683,1400,70,-19.67644299738939,-43.21194512954751,165.14463884476913,993.4573031668422,166.077189855419,166.077189855419,-0.7158284619347408,-0.20666610306944877,34.207794085582094,12,1.0,0.0,0.0,0.0,0,3.421590708233028
10:33:10.900,1500,75,-19.676436272128456,-43.211945267960886,176.65837067547827,992.1756108084816,176.92373014557532,176.92373014557532,0.1288162851459882,-1.0238792705173068,29.024370692892248,12,1.0,0.0,0.0,0.0,0,2.904271021296629
10:33:11.110,1600,80,-19.67643632688985,-43.2119399217212,188.4495084812325,990.972678497824,187.11407631134514,187.11407631134514,0.7322110987936199,-0.830462074235786,21.001856190670697,12,1.0,0.0,0.0,0.0,0,2.103101908618681
10:33:11.318,1700,85,-19.67643236416468,-43.211931450029915,196.11550110213705,989.8192980234295,196.89406659966343,196.89406659966343,0.8964973229392843,-1.4224788250505027,17.5513191704302,12,1.0,0.0,0.0,0.0,0,1.7631674851813288
10:33:11.539,1800,90,-19.67642478472142,-43.21192829001071,208.07705036174048,988.6308211881336,206.9813115017755,206.9813115017755,0.4570551980454727,-1.420239107758144,15.981831901351578,12,1.0,0.0,0.0,0.0,0,1.6051321736864073
10:33:11.751,1900,95,-19.67641932411759,-43.211924380160255,214.96144996473708,987.5329666808858,216.30812412168154,216.30812412168154,-0.016966614007722924,-1.1783104188363052,18.28826847044802,12,1.0,0.0,0.0,0.0,0,1.8326196194418314
10:33:11.964,2000,100,-19.6764237887949,-43.21191749598905,225.3427906883465,986.469601551696,225.34994045411452,225.34994045411452,-0.3058909273711161,1.459498518023056,23.369886428139097,12,1.0,0.0,0.0,0.0,0,2.3417414392876075
10:33:12.175,2100,105,-19.676412979602308,-43.21191107078728,235.20953431723842,985.4535819157379,233.99655299246368,233.99655299246368,-1.3364295150944632,0.6475013175680906,20.938734649837034,12,1.0,0.0,0.0,0.0,0,2.0991329413387665
10:33:12.387,2200,110,-19.676413403923558,-43.2119091276291,244.00913402753002,984.4683677301177,242.38789890870115,242.38789890870115,0.5287836075760715,-1.3618683768462714,30.613936174062964,12,1.0,0.0,0.0,0.0,0,3.0648774619046293
10:33:12.598,2300,115,-19.67640795953097,-43.2119058652538,250.83992221310348,983.5266392733274,250.41522341492418,250.41522341492418,0.6969007797591109,-0.3554525857464308,29.547294259591073,12,1.0,0.0,0.0,0.0,0,2.9557649015109546
10:33:12.810,2400,120,-19.67640023791891,-43.2119064297058,258.128119267782,982.61611428637,258.182488562288,258.182488562288,-0.9308987220384695,-0.3869382630855265,26.412346085731087,12,1.0,0.0,0.0,0.0,0,2.6431578072498185
10:33:13.019,2500,125,-19.67639988613444,-43.211901050483455,267.1407395853935,981.7577875251615,265.50981318235836,265.50981318235836,0.5844286083349655,-1.3888939531604496,28.66234792827663,12,1.0,0.0,0.0,0.0,0,2.8701929760435094
10:33:13.229,2600,130,-19.676395355820564,-43.2118933346558,274.3746777609775,980.9300425254972,272.58098378708337,272.58098378708337,0.5943232948986639,0.5062246711147242,25.758256946070972,12,1.0,0.0,0.0,0.0,0,2.577008506963681
10:33:13.438,2700,135,-19.676385256469665,-43.21189185033544,280.25564480681203,980.1404428674247,279.3307946945671,279.3307946945671,0.6001785711907699,1.1198214348032227,21.581717310185212,12,1.0,0.0,0.0,0.0,0,2.161908269145362
10:33:13.663,2800,140,-19.676386429325234,-43.21188541341869,284.46676191007003,979.3349634398905,286.22089046394876,286.22089046394876,0.16619759220059738,0.12183244111527758,23.302008905524804,12,1.0,0.0,0.0,0.0,0,2.330292007059456
10:33:13.871,2900,145,-19.67638570007504,-43.21188594525598,291.61851499785905,978.6273096550776,292.27797033137153,292.27797033137153,0.7279480811225443,0.03680754981754086,21.75493507101571,12,1.0,0.0,0.0,0.0,0,2.1767141823138902
10:33:14.081,3000,150,-19.676377271108876,-43.211873354621716,298.0845836546059,977.9478064397695,298.0974373773497,298.0974373773497,0.45543902280430637,-0.23161781491500766,21.186796010733726,12,1.0,0.0,0.0,0.0,0,2.1192956299585046
10:33:14.289,3100,155,-19.676368236160517,-43.211872389534655,302.83837557989546,977.3094188197699,303.5677620401261,303.5677620401261,0.7748850868955257,1.0459425506287827,28.622519074013553,12,1.0,0.0,0.0,0.0,0,2.8652103602691703
10:33:14.496,3200,160,-19.676368093942667,-43.21186404110449,309.82053984239354,976.7113153501717,308.6955189303397,308.6955189303397,1.426572639228914,-0.9272899246134004,31.655814735938137,12,1.0,0.0,0.0,0.0,0,3.170150757764249
10:33:14.707,3300,165,-19.67636241140358,-43.21186212977316,311.6702554323333,976.1393910755385,313.6012108045405,313.6012108045405,-1.4627148823715763,-0.8540597987197275,16.30800463732659,12,1.0,0.0,0.0,0.0,0,1.6395730182519046
10:33:14.921,3400,170,-19.676355857390025,-43.21185711351061,320.0734339677076,975.5956953704048,318.2669299586194,318.2669299586194,0.5327706837496211,-1.3129578936712183,28.5163465542486,12,1.0,0.0,0.0,0.0,0,2.855152752190367
10:33:15.140,3500,175,-19.67635518032692,-43.21185872134219,321.1134141410397,975.0770583299527,322.71957099345593,322.71957099345593,-0.337957210615663,0.9360560650372403,30.43398026970486,12,1.0,0.0,0.0,0.0,0,3.0450247471734695
10:33:15.355,3600,180,-19.676349170660973,-43.21185137404182,326.1951891560178,974.6073861707578,326.7534901093288,326.7534901093288,-0.42350638361870696,0.03367541663130602,22.12059181089579,12,1.0,0.0,0.0,0.0,0,2.2124671155859494
10:33:15.565,3700,185,-19.67634817456492,-43.21184884449347,331.13204821543786,974.1841570614835,330.3898678217706,330.3898678217706,-0.6620996874074162,-0.3317421549856272,26.805628670355,12,1.0,0.0,0.0,0.0,0,2.68158564522265
10:33:15.780,3800,190,-19.676347384069068,-43.21183892071201,333.854413835495,973.7875290746183,333.7988504514143,333.7988504514143,-1.3357226235169448,-1.2041766350604448,15.12662640823509,12,1.0,0.0,0.0,0.0,0,1.5233155378637602
10:33:15.989,3900,195,-19.67633953031571,-43.21184377676028,336.45312574344337,973.4396922213236,336.78940306853343,336.78940306853343,0.037514010232027495,0.30510353079287045,23.738671624898117,12,1.0,0.0,0.0,0.0,0,2.3740661869042508
10:33:16.214,4000,200,-19.676332245666295,-43.211834767910105,337.9713828475303,973.1047567296544,339.66985314845584,339.66985314845584,0.5849006213828698,0.9956719290820963,20.18011038932607,12,1.0,0.0,0.0,0.0,0,2.0213122634878617
10:33:16.426,4100,205,-19.67633201165002,-43.2118306229461,340.81911037054925,972.8262614841027,342.0655276333273,342.0655276333273,0.7751735920900544,-0.2757355607944807,25.523180588214892,12,1.0,0.0,0.0,0.0,1,2.5536438113722713
10:33:16.636,4200,210,-19.676330152524805,-43.21182646819149,342.989189864386,972.5871288830866,344.12303958285713,344.12303958285713,1.1451857093888362,-1.1433800925913058,22.187958052015823,12,1.0,0.0,0.0,0.0,1,2.2246893060900357
10:33:16.849,4300,215,-19.676323134973206,-43.21182295405533,344.7361041808691,972.3812882502826,345.89443342900313,345.89443342900313,-0.36933391597580556,0.2129470455773541,16.33357196252453,12,1.0,0.0,0.0,0.0,1,1.6339134831461477
10:33:17.059,4400,220,-19.67631425192739,-43.21181862344778,345.35895431186174,972.2137188094895,347.3367027478055,347.3367027478055,-1.4112202033498278,-0.18146751070363676,17.21567098050044,12,1.0,0.0,0.0,0.0,1,1.7274368301869356
10:33:17.269,4500,225,-19.676316459863944,-43.21181095855118,348.15981099380366,972.0830077382691,348.46187202151737,348.46187202151737,0.10002831605261098,0.8057024900572305,16.017016716594096,12,1.0,0.0,0.0,0.0,1,1.6037580449249553
10:33:17.484,4600,230,-19.676307552323742,-43.21181322365984,349.2210294009263,971.9858137606234,349.2986034257342,349.2986034257342,0.03995449181405375,0.4944505307947411,16.403592098059782,12,1.0,0.0,0.0,0.0,1,1.6411091109623048
10:33:17.710,4700,235,-19.67630907487328,-43.21180289696241,349.7219252399155,971.9243217749446,349.82801561524843,349.82801561524843,-0.10432019806309611,-1.4241007264945162,32.079693253669234,12,1.0,0.0,0.0,0.0,1,3.2111456909216027
10:33:17.920,4800,240,-19.67629851056543,-43.21180256458968,350.84089221218267,971.9044064097614,349.99948177481934,349.99948177481934,-1.2996089467383876,0.10464015636577373,29.691762996789016,12,1.0,0.0,0.0,0.0,1,2.97203755500205
10:33:18.133,4900,245,-19.676297523712694,-43.211798207362456,345.4757937265402,972.2549413533345,346.98188185691833,349.99948177481934,1.0101183448878546,-0.688955318793183,-9.877264401275909,12,1.0,0.0,0.0,0.0,1,0.9952655452424981
10:33:18.340,5000,250,-19.676288211693645,-43.21179066887129,343.45003120435746,972.6154345580258,343.879474401474,349.99948177481934,0.48039039109356274,-1.0498952039994476,-9.065814343800236,12,1.0,0.0,0.0,0.0,1,0.9139039587587429
10:33:18.549,5100,255,-19.67628705883688,-43.21179045838406,340.1255911067027,972.9800400169349,340.74262380599976,349.99948177481934,-0.9575998737253617,0.0737612439886337,-9.190491687635106,12,1.0,0.0,0.0,0.0,1,0.9240539794826035
10:33:18.756,5200,260,-19.67627868664475,-43.21178578978621,337.46202019346765,973.3409896073138,337.63816356658936,349.99948177481934,-1.1300287664352737,1.2631111497414622,-9.147245061322893,12,1.0,0.0,0.0,0.0,1,0.9302930022389102
10:33:18.969,5300,265,-19.67628358468017,-43.21177505802973,333.65399208464515,973.7122066571937,334.44636702537537,349.99948177481934,-0.028710301297346863,-0.5631503466737946,-9.536216526785982,12,1.0,0.0,0.0,0.0,2,0.9552873297605569
10:33:19.178,5400,270,-19.676279113078326,-43.21177445772038,332.712033874102,974.078102076266,331.3012909889221,349.99948177481934,0.3175603728603651,-1.3973710819091054,-9.099469678463848,12,1.0,0.0,0.0,0.0,2,0.9211614351472277
10:33:19.395,5500,275,-19.676268421958234,-43.2117692007936,329.7774788385051,974.4558775448626,328.0551028251648,349.99948177481934,1.0506857936319713,0.5221994710033524,-8.846125688213952,12,1.0,0.0,0.0,0.0,2,0.8923596394735421
10:33:19.608,5600,280,-19.676266788289766,-43.21176747293873,323.0608992840463,974.827499221195,324.86278772354126,349.99948177481934,-1.066757376274161,1.3939403290397325,-9.500311356682223,12,1.0,0.0,0.0,0.0,2,0.9661105361948185
10:33:19.824,5700,285,-19.676260709518942,-43.21175993921812,322.13263254515886,975.2051630475481,321.6195785999298,349.99948177481934,0.895544651171936,-0.2519243970081766,-9.449145701524891,12,1.0,0.0,0.0,0.0,2,0.9494831257726329
10:33:20.034,5800,290,-19.67626020155836,-43.2117587860543,317.05702311046025,975.5728804907608,318.4627616405487,349.99948177481934,-1.2793141480164842,-0.10124379135590056,-8.845061155425697,12,1.0,0.0,0.0,0.0,2,0.8937673178060598
10:33:20.250,5900,295,-19.676253636363644,-43.211753451395964,314.64393959024835,975.9501967244073,315.22454142570496,349.99948177481934,0.9236703832706481,0.9417262340695394,-9.274547259988655,12,1.0,0.0,0.0,0.0,2,0.9367883547238898
10:33:20.461,6000,300,-19.676247961781936,-43.21174583848972,314.0303319336156,976.3188182477525,312.0619201660156,349.99948177481934,-0.43729114925689583,1.0576915781847047,-8.050404517153233,12,1.0,0.0,0.0,0.0,2,0.8131355847187014
10:33:20.676,6100,305,-19.676245580014,-43.2117464139226,308.4702090911231,976.6940564716195,308.8435232639313,349.99948177481934,-0.9966508495595515,0.06292601586254554,-9.15583191796048,12,1.0,0.0,0.0,0.0,2,0.9210131959388204
10:33:20.887,6200,310,-19.67623982448617,-43.21173763577378,305.3646812725729,977.064125240425,305.67044496536255,349.99948177481934,-0.3272119009342793,-0.9238751894015671,-8.455543327061044,12,1.0,0.0,0.0,0.0,2,0.8512157537869665
10:33:21.096,6300,315,-19.6762355354741,-43.211737957615874,303.96915912876426,977.429241711604,302.5407826900482,349.99948177481934,-0.6476247484910035,0.15724051325939747,-8.8005731862756,12,1.0,0.0,0.0,0.0,2,0.8825770833239507
10:33:21.318,6400,320,-19.67622855797735,-43.21173067740295,297.58746735906146,977.817541605326,299.2134380340576,349.99948177481934,1.2132310261957406,-0.7848718586951351,-9.025440610386804,12,1.0,0.0,0.0,0.0,2,0.9140379180817111
10:33:21.545,6500,325,-19.676226893596883,-43.211731477296134,296.94382783436123,978.21621065724,295.79835295677185,349.99948177481934,-0.7860677625749136,-1.0114671702770979,-9.463009655813353,12,1.0,0.0,0.0,0.0,2,0.9549320400422463
10:33:21.765,6600,330,-19.676224109802284,-43.21172271442269,290.9116915707466,978.6011694614494,292.5017821788788,349.99948177481934,-0.8217716363947756,1.25119218736687,-9.52772581485474,12,1.0,0.0,0.0,0.0,2,0.9644602102479928
10:33:21.973,6700,335,-19.67622094292475,-43.21172397203544,288.05813489931023,978.966226163129,289.3766117095947,349.99948177481934,1.2929622611207452,0.8290864108816818,-9.20348318702588,12,1.0,0.0,0.0,0.0,2,0.9330768374536964
10:33:22.194,6800,340,-19.676216645049028,-43.21171570422775,287.2695268347043,979.3532959275648,286.0640227794647,349.99948177481934,-0.7524835782601231,-1.4379242400453445,-9.189128553057444,12,1.0,0.0,0.0,0.0,2,0.9331341876722594
10:33:22.419,6900,345,-19.67620755011802,-43.21171420055133,281.8015189951426,979.7477931046072,282.68895983695984,349.99948177481934,-0.5968176301849352,0.41021476456536043,-8.510366933662436,12,1.0,0.0,0.0,0.0,2,0.8541124796087571
10:33:22.639,7000,350,-19.676207197140442,-43.21170512270106,278.51913213073385,980.1332846165224,279.3920063972473,349.99948177481934,-1.1903052155028928,0.20097719461460084,-8.250585014820926,12,1.0,0.0,0.0,0.0,2,0.8338427395234439
10:33:22.848,7100,355,-19.67620455521455,-43.211697615582274,274.7849830902447,980.4999431807704,276.25709772109985,349.99948177481934,-0.020146007986126424,-0.7183071104050376,-8.848994495618973,12,1.0,0.0,0.0,0.0,2,0.8878123368707551
10:33:23.066,7200,360,-19.676197663972985,-43.21169806236137,274.09303199473266,980.8830006490979,272.9829931259155,349.99948177481934,1.183338342557359,1.2764188866755983,-9.966228778999094,12,1.0,0.0,0.0,0.0,2,1.011707719069981
10:33:23.292,7300,365,-19.676192888697354,-43.21169390143861,270.52052306328113,981.2801697052839,269.5893657207489,349.99948177481934,0.4866005852974076,0.06280200293466542,-8.78165168525707,12,1.0,0.0,0.0,0.0,2,0.8795347096184593
10:33:23.507,7400,370,-19.676189222809565,-43.21168619459084,265.29906880437665,981.6572752785565,266.3682007789612,349.99948177481934,1.346626250798209,-0.744918933796327,-9.561023065135108,12,1.0,0.0,0.0,0.0,2,0.9684083257041559
10:33:23.725,7500,375,-19.676188749230615,-43.211686192776476,261.4996545777991,982.0405107321985,263.0957019329071,349.99948177481934,0.4266487884223009,0.22038859312300785,-9.990887736161696,12,1.0,0.0,0.0,0.0,2,1.000242161065145
10:33:23.953,7600,380,-19.676180049817916,-43.2116829909497,261.38022480918283,982.4395936744924,259.68897819519043,349.99948177481934,-1.0328406750614045,0.8904074082720874,-9.102031618715868,12,1.0,0.0,0.0,0.0,2,0.9203616941228625
10:33:24.177,7700,385,-19.67617690169228,-43.21167031914926,257.0087452282829,982.8348951487271,256.31563901901245,349.99948177481934,1.4443517144853337,-1.2060035601635737,-9.095515978374586,12,1.0,0.0,0.0,0.0,2,0.9288111076808424
10:33:24.388,7800,390,-19.676173282662866,-43.211669863767156,251.9627761464932,983.2058744801823,253.15085411071777,349.99948177481934,0.9788423724050883,-1.2648272727480823,-9.264713870398747,12,1.0,0.0,0.0,0.0,2,0.9401746833448661
10:33:24.611,7900,395,-19.676164337267263,-43.21166919782783,249.63665867883677,983.5980060981916,249.80667233467102,349.99948177481934,1.2968331841014242,0.024719575175674358,-8.798253553288816,12,1.0,0.0,0.0,0.0,2,0.8893348804176231
10:33:24.827,8000,400,-19.676163632862153,-43.21166363858152,247.2013596579873,983.9780903246475,246.56626343727112,349.99948177481934,0.3141737939432958,-0.33644008396872116,-8.245789466394973,12,1.0,0.0,0.0,0.0,2,0.8258628277565947
10:33:25.044,8100,405,-19.676153211569442,-43.21166129333565,243.45628405195438,984.3588348543246,243.3212411403656,349.99948177481934,-0.8062681398713388,0.8316163993989267,-9.522343020816146,12,1.0,0.0,0.0,0.0,2,0.9592532030449876
10:33:25.252,8200,410,-19.676156304347472,-43.21165015703187,238.97098067584764,984.7253824402926,240.1981770992279,349.99948177481934,0.2452533529719514,0.025900109808228322,-8.99286780663746,12,1.0,0.0,0.0,0.0,2,0.8996248741030257
10:33:25.467,8300,415,-19.67614504370628,-43.2116532707041,235.07322305034793,985.1039582211458,236.97361826896667,349.99948177481934,-6.230461419520772e-05,-0.8780276535888903,-8.991418285985473,12,1.0,0.0,0.0,0.0,2,0.9034187033590938
10:33:25.679,8400,420,-19.676142851460128,-43.21164272219297,235.19852344081127,985.4767066775992,233.7996745109558,349.99948177481934,0.5018068237678017,0.6079674493486529,-8.281432097199378,12,1.0,0.0,0.0,0.0,2,0.8318867235890445
10:33:25.888,8500,425,-19.67614526116942,-43.21164019682349,229.1517792662378,985.8450119417917,230.66451907157898,349.99948177481934,0.47670694166814,-0.7807996020242739,-8.186678904893443,12,1.0,0.0,0.0,0.0,2,0.8237633702622565
10:33:26.098,8600,430,-19.676136376716087,-43.211637901568544,228.83026878501113,986.2163355747451,227.50463008880615,349.99948177481934,0.037700155132542656,-0.1639902487831355,-9.151331457054344,12,1.0,0.0,0.0,0.0,2,0.9152878319974835
10:33:26.318,8700,435,-19.676128230757357,-43.21163270501528,222.97726127390453,986.6047119375082,224.20065641403198,349.99948177481934,-1.0072896594738077,-1.041615475261478,-8.404647288474033,12,1.0,0.0,0.0,0.0,2,0.8528639475323188
10:33:26.530,8800,440,-19.6761261555922,-43.21162313626343,220.29424249560617,986.9771021000143,221.0336685180664,349.99948177481934,0.2205542654032544,-1.1056541944049718,-9.168273473534732,12,1.0,0.0,0.0,0.0,2,0.9237334781586815
10:33:26.738,8900,445,-19.67612386719813,-43.2116255275922,219.1634879923737,987.3455432849462,217.9012167453766,349.99948177481934,-0.020132727078420842,0.05628149800054949,-8.208621210308928,12,1.0,0.0,0.0,0.0,2,0.8208838840423804
10:33:26.954,9000,450,-19.67612173672134,-43.21161530615247,214.59379507314674,987.7253283957439,214.67331051826477,349.99948177481934,-0.5310426656514167,-1.1857685370174789,-9.372245922638236,12,1.0,0.0,0.0,0.0,2,0.9461873333042023
10:33:27.170,9100,455,-19.676111215099105,-43.21161070368233,210.83261866926594,988.1080181927389,211.42173290252686,349.99948177481934,-0.10052372735592363,0.08192449788441203,-8.989541043174688,12,1.0,0.0,0.0,0.0,2,0.8990476339440386
10:33:27.383,9200,460,-19.676107257472818,-43.2116096089106,206.77630264639518,988.4841796841501,208.22661757469177,349.99948177481934,-0.9242111263512105,-0.6101383295680486,-9.305628338932776,12,1.0,0.0,0.0,0.0,2,0.9371294135263721
10:33:27.591,9300,465,-19.676107743288103,-43.2116111903795,204.63407833720066,988.851225045689,205.10988354682922,349.99948177481934,-1.0028772384759947,-0.5724977321350337,-8.78737150012873,12,1.0,0.0,0.0,0.0,2,0.8862923574646667
10:33:27.807,9400,470,-19.676102843110513,-43.211599916309815,203.00478947867933,989.2318325621105,201.8789768218994,349.99948177481934,0.4000961950854445,-0.3312333361167905,-8.06470974424506,12,1.0,0.0,0.0,0.0,2,0.8081419166656197
10:33:28.020,9500,475,-19.676099651080325,-43.21160069499061,198.92786045929606,989.6087121808242,198.68070721626282,349.99948177481934,-1.0878437832911336,1.2073429462808631,-9.377072539971056,12,1.0,0.0,0.0,0.0,2,0.9516857175909417
10:33:28.236,9600,480,-19.676096503451056,-43.21159335240295,193.9935299190277,989.9903741196038,195.44285893440247,349.99948177481934,-0.2898681115167716,-0.4305413500430162,-9.087158440695173,12,1.0,0.0,0.0,0.0,2,0.9101968902521516
10:33:28.446,9700,485,-19.67609425394027,-43.211589917824774,192.02214490121125,990.3627582200758,192.28469371795654,349.99948177481934,-0.5573536624188195,-0.07179799423532707,-9.33536479161286,12,1.0,0.0,0.0,0.0,2,0.9352263568220954
10:33:28.660,9800,490,-19.676086470760698,-43.21158330961064,190.92583403778144,990.7418598166614,189.07054543495178,349.99948177481934,1.4213404193868344,0.007870602516375502,-8.270488284866726,12,1.0,0.0,0.0,0.0,2,0.8391736828826585
10:33:28.878,9900,495,-19.676080315948482,-43.21158092638735,184.48516056900027,991.126615697013,185.80947637557983,349.99948177481934,1.0711322306446567,-0.38022451618680897,-8.503371409075838,12,1.0,0.0,0.0,0.0,2,0.8578998791171595
10:33:29.095,10000,500,-19.676077072451438,-43.21157383878278,183.37111853646147,991.5107681594394,182.55454421043396,349.99948177481934,1.1220114442044298,-1.0207887915175353,-8.868323624775748,12,1.0,0.0,0.0,0.0,2,0.8997115279442028
10:33:29.302,10100,505,-19.676073072989002,-43.21156899793776,177.80458444184785,991.8784580501015,179.44005608558655,349.99948177481934,-0.21207614494336946,1.200521159404508,-8.20140246584945,12,1.0,0.0,0.0,0.0,2,0.8291515528072865
10:33:29.515,10200,510,-19.67606593619657,-43.21157078848498,176.9291453973679,992.2555295938129,176.24707221984863,349.99948177481934,0.6051749787484697,-1.4109535499409196,-8.559220074083498,12,1.0,0.0,0.0,0.0,2,0.8695819395064966
10:33:29.726,10300,515,-19.676065039574404,-43.21155915038178,173.6993879800717,992.629125691936,173.08448672294617,349.99948177481934,1.069111200323606,-0.5473149950361328,-8.551849193550813,12,1.0,0.0,0.0,0.0,2,0.8635778893167917
10:33:29.944,10400,520,-19.67606126930597,-43.21156413924849,168.68833218702318,993.015731916999,169.8127818107605,349.99948177481934,1.1102222294669306,-0.4095398202708622,-9.55628671851122,12,1.0,0.0,0.0,0.0,2,0.9629274744734618
10:33:30.165,10500,525,-19.676053038364113,-43.211559074992785,165.67453219796357,993.4067214326785,166.50503158569336,349.99948177481934,1.2889623034541597,-1.3075650611956136,-8.81094097021751,12,1.0,0.0,0.0,0.0,2,0.9000212830241451
10:33:30.375,10600,530,-19.67605253422279,-43.21155041683933,162.32194335508837,993.779320159599,163.35384726524353,349.99948177481934,1.058992316530385,-0.5717027207533323,-8.848901037258733,12,1.0,0.0,0.0,0.0,2,0.8930361599318689
10:33:30.585,10700,535,-19.676049595014995,-43.21154539403872,161.6870528153661,994.1517113646129,160.2053737640381,349.99948177481934,0.5598524756969239,-0.5058780608581693,-9.741234694726309,12,1.0,0.0,0.0,0.0,2,0.9770414565653862
10:33:30.802,10800,540,-19.676041438932774,-43.2115437499253,155.20636484045022,994.5374591422575,156.9449806213379,349.99948177481934,-1.1126619329288299,0.7241883006483825,-9.0525858639677,12,1.0,0.0,0.0,0.0,2,0.9149413975566564
10:33:31.019,10900,545,-19.67603372017543,-43.21154065282565,153.89610691122073,994.9220433322412,153.6954414844513,349.99948177481934,0.1766945112070124,-0.7767206559845306,-9.375407161185919,12,1.0,0.0,0.0,0.0,2,0.9409185690894826
10:33:31.235,11000,550,-19.67603696442329,-43.21153606109515,151.57721209145788,995.3056063072789,150.45554399490356,349.99948177481934,-0.8126319953495416,1.3428823326100119,-9.375094415846338,12,1.0,0.0,0.0,0.0,2,0.9505582518979838
10:33:31.455,11100,555,-19.676034028989555,-43.21153438855255,146.3705833400497,995.6962201434097,147.15712785720825,349.99948177481934,1.2090170692972682,1.000325124096531,-9.24863335095282,12,1.0,0.0,0.0,0.0,2,0.938080974586457
10:33:31.663,11200,560,-19.676020956804003,-43.21152586314507,144.0544897034753,996.0666738738041,144.0299153327942,349.99948177481934,0.04669776455467467,0.7569238342606588,-8.291532865098395,12,1.0,0.0,0.0,0.0,2,0.832614146079041
10:33:31.873,11300,565,-19.676018202902128,-43.211524480703794,139.47057338315048,996.4396877401624,140.88204264640808,349.99948177481934,1.4417382881591974,-1.3565806492809807,-8.812695544416343,12,1.0,0.0,0.0,0.0,2,0.9032304418481669
10:33:32.091,11400,570,-19.67602107700161,-43.21151757856951,136.04194036849466,996.8277975296311,137.60778784751892,349.99948177481934,0.3092841900215608,-0.931027278914524,-8.245611685628697,12,1.0,0.0,0.0,0.0,2,0.8303769058352768
10:33:32.309,11500,575,-19.676011677942135,-43.211511503004814,132.48135037125968,997.2141097697462,134.34972286224365,349.99948177481934,-0.9333339559879129,0.5690376123077954,-9.8349756131652,12,1.0,0.0,0.0,0.0,2,0.9895537448222568
